Video Id,Primary Label,Predicted Label,Languages,Response
G7U7vt9bGy8,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video content and audio transcription focus on work-related tasks and the use of Grammarly for communication improvement. There is no depiction of violence, self-harm, scariness or horror elements, offensive language, sexual content, discrimination, substance use, or any other inappropriate themes for children under 9."",""languages"":[""English""]}"
v8R6eLngGhk,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The images depict cartoonish graphics of a game with elements such as characters, scores, and playing fields. The content does not show violence, self-harm, scariness, inappropriate themes, discrimination, or any of the other inappropriate elements listed. The audio transcription 'Thank you' is benign. Overall, the video seems to be an advertisement for a game, with content suitable for children under 9 years old."",""languages"":[""English""]}"
6_u0Gsd-guo,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video and audio transcription provided for the video do not contain elements such as violence, self-harm, scariness, discrimination, offensive language, or inappropriate content listed in the criteria for being classified as inappropriate for children under 9. The images depict a person and a coffee machine, and the text is related to coffee. There is no indication of any harmful or distressing content."",""languages"":[""English""]}"
aSQ-mTD14us,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video and audio transcription do not contain elements that are considered inappropriate for children under 9. There is no violence, scary themes, inappropriate language, sexual content, or other inappropriate themes present. The content is a commercial for T-Mobile Home Internet highlighting a price lock guarantee, which is informational and relevant without including disturbing or unsuitable material for young children."",""languages"":[""English""]}"
8MH3Kbb--us,irrelevant,inappropriate,['English'],"{""label"":""inappropriate"",""justification"":""The audio transcription mentions '500 Euro drink money' repeatedly, which implies a reference to alcohol or promoting a drinking culture. Additionally, there might be inappropriate clothing due to significant skin exposure, though this is less clear from the images. As such, this video would be inappropriate for children under 9, as it includes references to drinking and possibly inappropriate clothing."",""languages"":[""English""]}"
KS9kV4DbjxM,irrelevant,inappropriate,['English'],"{""label"":""inappropriate"",""justification"":""The video contains elements of scariness and mentally distressing themes, as it mentions a 'Hundred Year War to defeat the U.S.' and the 'suspected spy balloon incident.' It also includes fear-inducing language suggesting impending danger and 'shocking revelations.' Such content can be frightening and unsettling for children under 9."",""languages"":[""English""]}"
7eoLR6GHW24,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video contains information about chronic kidney disease and a medication called Corendia. The visual and audio content focus on health awareness and risk reduction, with no elements identified as inappropriate for children under 9 according to the given criteria."",""languages"":[""English""]}"
hnnJkwk8j1o,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video content shows adults in business settings, discussing investments and management with positive language. There is no indication of violence, sexuality, offensive language, discrimination, or anything inappropriate according to the given criteria. The images reflect a professional environment, likely representing teamwork and success. The language used is English and is business-related, promoting confidence in trade and investment."",""languages"":[""English""]}"
QXDntcVrxzU,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video and audio content do not showcase any inappropriate elements such as violence, self-harm, scariness, stunts, discrimination, offensive language, or any other unsuitable content for children under 9. The visuals appear to be focused on dancing and shoes without inappropriate themes, and the transcription is about excitement over shoes, which is positive and not harmful."",""languages"":[""English""]}"
ewti_wm92Qw,irrelevant,inappropriate,['English'],"{""label"":""inappropriate"",""justification"":""The images include a depiction of a beheaded figure, which can be distressing or scary for children under 9. This falls under the category of physically violent or scary content, which is deemed inappropriate for young children."",""languages"":[""English""]}"
MD2ribzjJdw,irrelevant,appropriate,['German'],"{""label"":""appropriate"",""justification"":""The video appears to be a promotional advertisement for Lidl with elements of shopping and a celebratory theme. There are no indications of violence, explicit content, offensive language, or any inappropriate themes mentioned in the criteria. The content seems focused on marketing and is likely suitable for children under 9."",""languages"":[""German""]}"
-VN-kkZOWss,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The visual content of the video shows people interacting in a pharmacy-like setting, examining a box of medical bandages, and a person preparing to engage in a physical activity. There is no indication or depiction of violence, self-harm, scariness, sexual content, inappropriate language, or any other inappropriate themes mentioned in the criteria. The audio transcription discusses the protection provided by wound care products, which is informative and not harmful for children. As such, the content is appropriate for children under 9 years of age."",""languages"":[""English""]}"
AzFKFABTIA8,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video and audio transcription promote YouTube Music Premium with no elements of violence, scareness, sexual content, offensive language, or any other inappropriate themes for children under 9 years old. The visuals appear to be related to the music service and electronic devices, which are not harmful or inappropriate for young audiences."",""languages"":[""English""]}"
SacnuppieQ4,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video is a lifestyle vlog focused on self-care, confidence, and shopping at Macy's. There is no depiction of violence, self-harm, discrimination, or offensive language. The conversation revolves around positive topics like health, beauty, and self-improvement. The language used is English and is suitable for children under 9."",""languages"":[""English""]}"
LSclR-sxHuw,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video and audio transcription describe a productivity tool, Notion. The visuals show a person speaking and working on a laptop, and the transcription focuses on the features and benefits of using the software. There is no content related to violence, self-harm, scariness, extreme stunts, sexual content, discrimination, offensive language, substance use, crude humor, inappropriate clothing, or death. The content is suitable for children under 9 as it is informational and educational in nature."",""languages"":[""English""]}"
TzsQq1Ri3oc,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video appears to be an advertisement for a mobile phone's security features. The scenes depict elements like a safe, a room with lasers, and a phone, emphasizing security themes. While there is a thematic connection to security and privacy, there are no explicit elements of violence, gore, discrimination, sexual content, offensive language, or any other inappropriate content for children under 9. The language spoken is English, which is not inappropriate."",""languages"":[""English""]}"
7UIt7raeskA,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video primarily depicts a culinary setting where chocolate is being discussed and tasted. There is nothing in terms of violence, horror, distressing scenes, inappropriate language, discrimination, or sexual content evident in the visual frames or the audio transcription. Therefore, it does not contain content that would be considered inappropriate for children under 9."",""languages"":[""English""]}"
RfIt6UwTxsE,child directed,inappropriate,['English'],"{""label"":""inappropriate"",""justification"":""The video includes themes of violence (martial arts and fighting), potential discrimination language, and distressing scenes about being shunned by society. There are also significant discussions about crime, which may not be suitable for children under 9."",""languages"":[""English""]}"
OcnGu_UDRto,irrelevant,appropriate,['No discernible spoken language'],"{""label"":""appropriate"",""justification"":""The video focuses on watches with no inappropriate content according to the criteria. The images display watches in various environments. The audio transcription only mentions music without any inappropriate language or themes. Thus, it is appropriate for children under 9."",""languages"":[""No discernible spoken language""]}"
40PbrDzcd9c,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video and audio transcription focus on education and personal development, without any of the harmful or mature themes mentioned in the criteria."",""languages"":[""English""]}"
a8Rt2EOU-rw,child directed,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The visual content from the grid shows cartoon characters and scenes that are energetic and action-oriented. There is no evident graphic violence, gore, or elements that fit extreme horror or scary themes. No sexual content, discrimination, offensive language, or substance use is presented. The images appear to be from a superhero animation, which is generally suitable for children, showing action but not realistic violence or mature themes. \n\nThe audio transcript contains dialogue that seems to be humorous and playful, e.g., a character referring to a cow or Dalmatian and a conversation about Spider-Man. There is no inappropriate language or content for children under 9. \n\nBased on these observations, the video is appropriate for children under 9."",""languages"":[""English""]}"
WG5bVsbROz4,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The images appear to show office and home settings involving the use of a computer and documents, which are generally appropriate themes for children. The audio transcription 'Oh you' does not indicate any inappropriate content such as violence, sexual themes, or offensive language. There are no significant indicators of inappropriateness for children under 9 based on the given criteria."",""languages"":[""English""]}"
SlSfr6Wa5sc,inappropriate,inappropriate,['English'],"{""label"":""inappropriate"",""justification"":""The video contains elements of violence and high-risk activities. The language used (e.g., 'priority subject for termination') suggests potentially violent or aggressive themes inappropriate for children under 9. Also, the visuals of spacecraft and machines imply themes of battle or conflict, which are not suitable for this age group."",""languages"":[""English""]}"
IBygTTdDO7c,irrelevant,appropriate,['German'],"{""label"":""appropriate"",""justification"":""The video and audio transcription focus on a promotional activity related to Check24, which is a travel app. The discussion revolves around checking app bookings and receiving monetary rewards. Although the term 'drink money' is used repeatedly, it is not explicitly promoting alcohol consumption, nor do the visuals depict any inappropriate content. The interaction is lighthearted with no elements of violence, sexual content, offensive language, or other elements unsuitable for children."",""languages"":[""German""]}"
5Jw6FRnziSA,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video content depicted in the image grid shows individuals working in what appears to be an office setting, engaged in tasks like working on a laptop and giving presentations. The audio transcription is promotional in nature, talking about productivity and using Grammarly Go for writing assistance. There are no elements of physical violence, self-harm, scariness, sexuality, offensive language, substance use, or other inappropriate themes that would be concerning for children under the age of 9."",""languages"":[""English""]}"
jlez7mE-vtI,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video and speech are focused on explaining the concept of stocks and investing in a straightforward, educational manner. There is no content related to violence, scariness, sexual themes, or any other elements listed as inappropriate for children. The visuals support the financial discussion without showing distressing or mature themes."",""languages"":[""English""]}"
2EmP2HVuBv8,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video content shows individuals in a university or medical school setting, discussing their positive experiences at St. George's University. There is no indication of violence, sexual content, discrimination, or other inappropriate elements listed in the criteria for being unsuitable for children under 9. The content is educational and encouraging, focusing on community and career aspirations."",""languages"":[""English""]}"
nl52yqh2jdM,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video is an advertisement for a cleaning product. The content, both visually and in the audio transcription, is focused on demonstrating the product's effectiveness in cleaning messes. There are no elements of violence, self-harm, scariness, extreme stunts, sexual content, discrimination, offensive language, substance use, or any other themes listed in the criteria for inappropriate content for children under 9."",""languages"":[""English""]}"
6BsXH599G10,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video is about a person practicing yoga, which is a non-violent and peaceful activity suitable for all ages. The audio transcription 'Don't forget to breathe' and the visual content of yoga practice do not depict any inappropriate content such as violence, sexual content, or offensive language. There is no discrimination, horror, or distressing scenes. The clothing is appropriate for yoga exercise, and there is no depiction of risky behaviors or substances."",""languages"":[""English""]}"
bxMkgGl-1Ns,irrelevant,appropriate,"['German', 'English']","{""label"":""appropriate"",""justification"":""The video content and audio transcription relate to bookkeeping and promote a service to manage office paperwork, with no inappropriate themes as defined. The imagery shows office settings, and text, with no elements of violence, sexual content, discrimination, or any other inappropriate themes mentioned in the provided criteria."",""languages"":[""German"",""English""]}"
bQjXXzdEnMw,inappropriate,inappropriate,['English'],"{""label"":""inappropriate"",""justification"":""The video contains elements of physical violence depicted through robots (Gundam) which can be intense and frightening for young children. The audio transcription also includes aggressive language and themes of violence (‘Gundam is a machine of violence’, ‘get out of this school!’, ‘I’m sorry to die in vain’, ‘shut up, you bastard!’), which may not be suitable for children under 9. Additionally, there are themes of manipulation (‘taking away your Gundam and your bride’) and conflict ('drag my father into my plan'), further indicating that the content is inappropriate for young audiences."",""languages"":[""English""]}"
LfU83ZJrwyQ,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video and audio transcription contain no elements from the provided criteria that would classify it as inappropriate for children under 9. The visuals show abstract designs and activities like hang gliding and gymnastics, while the audio promotes a product positively. There are no depictions of violence, offensive language, or inappropriate content."",""languages"":[""English""]}"
t8rCimgNEyI,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video contains images of a dog, an Adobe Acrobat interface, and an accounting services agreement. The audio transcription simply says: 'Almost finished. Thank you.' There are no elements of violence, scariness, discrimination, offensive language, or any other inappropriate content defined for children under 9. It appears to be a software-related advertisement with business or document management themes, which are generally benign for children. The language spoken is English."",""languages"":[""English""]}"
htzmqmHoHeM,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video content and transcription contain no elements of violence, self-harm, scariness, sexual content, discrimination, offensive language, substance use, or other inappropriate themes. The video is about online shopping, presented in a calm and informative manner, making it suitable for children."",""languages"":[""English""]}"
hgnRkKOX_QE,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video ad and its audio transcription do not contain any elements of violence, self-harm, scariness, extreme stunts, sexual content, discrimination, offensive language, substance use, inappropriate clothing, death, or inappropriate intimacy as defined. The ad humorously addresses price hikes and promotes a service, which is suitable for children under 9."",""languages"":[""English""]}"
BdhAepVzgK0,irrelevant,appropriate,['German'],"{""label"":""appropriate"",""justification"":""The video and audio transcription do not contain any elements that are deemed inappropriate for children under 9, such as violence, self-harm, scariness, offensive language, sexual content, or any other inappropriate themes listed above. The content depicts an everyday setting with people walking and using a phone, and someone drinking a beverage. The words 'Keine Zeit' and 'Auszeit' are part of the visuals but do not infer any inappropriate content."",""languages"":[""German""]}"
YF_UYTKEjxU,child directed,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video and audio transcription promote a vacation cruise without any elements that are inappropriate for children under 9. There is no violence, scary elements, discrimination, offensive language, or other unsuitable content. The visuals show a cruise ship with vacation settings, and the audio is lively and promotional in nature. The language spoken is English."",""languages"":[""English""]}"
KPFnCC-7T8M,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video features a promotional advertisement for a Pizza Hut product called 'Melts.' The content is focused on the food item, emphasizing its taste and price. There are no elements of violence, self-harm, scariness, sexual content, discrimination, offensive language, substance use, or inappropriate clothing. The images and transcription highlight the product and its appeal, which is appropriate for children under 9."",""languages"":[""English""]}"
m54xZfRCxWs,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video features images of cattle, cooking, a delivery, and branding for beef. There is no depiction of violence, self-harm, scariness, sexual content, discrimination, offensive language, or any other inappropriate content for children under 9. The audio transcription contains a fragment of music but lacks any problematic language or themes."",""languages"":[""English""]}"
xh7B_5puGpo,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video advertises a self-cleaning litter box and features a cat and its owner in various daily situations. There is no depiction of violence, self-harm, scariness, offensive language, or other inappropriate content. The humor and theme are light and related to pet care, which is suitable for children."",""languages"":[""English""]}"
acHWusVlU_M,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video is a promotional ad for Grammarly, which focuses on product features like tone suggestions and how they can help in business communication. The visual content does not contain any elements such as violence, self-harm, scariness, inappropriate clothing, or any other listed criteria for inappropriateness for children under 9. The dialogue and imagery are centered around a work environment and a professional context, which is safe for children."",""languages"":[""English""]}"
ICvtWZ3B4Mc,child directed,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video and audio transcription depict a school event where a student became a Hershey's taste tester as part of Career Day. The visual content shows children in a school setting with a focus on celebration and happiness. There are no elements of violence, self-harm, scariness, discrimination, offensive language, or any inappropriate themes mentioned in the guidelines provided. The event is educational and positive, celebrating a student's achievement."",""languages"":[""English""]}"
5D5wk_DSxqs,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video and audio transcription focuses on promoting diversity, love, respect, and dignity, with visuals of people in colorful clothing celebrating together. There is no presence of inappropriate content such as violence, self-harm, or offensive language. Therefore, it is appropriate for children under 9."",""languages"":[""English""]}"
3bK4x4YFdz4,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video appears to be an advertisement for a skincare drink. The images show bottles and a glass with a blue liquid, along with awards and branding. The audio transcription promotes the drink's benefits, mentioning skin health and scientific formulation. There are no elements of violence, self-harm, scariness, inappropriate content, offensive language, or any other criteria deemed inappropriate for children under 9."",""languages"":[""English""]}"
EwfdED4AQ0Q,inappropriate,inappropriate,['English'],"{""label"":""inappropriate"",""justification"":""The audio transcription contains multiple elements that are inappropriate for children under 9. It includes offensive language, references to sexual content (e.g., 'bitches over there,' 'titties over there'), substance use ('smoked out the room,' 'sippin' on juice with a twist'), and potentially violent imagery ('pop up in a pop pop'). These elements align with the criteria for inappropriate content, such as offensive language, sexual suggestiveness, and substance references."",""languages"":[""English""]}"
6geRw7v--YY,inappropriate,inappropriate,['English'],"{""label"":""inappropriate"",""justification"":""The video shows emotional and romantic themes, which may not be suitable for children under 9. The audio transcription includes themes of loneliness and existential distress, which could be confusing or troubling for young viewers. The video appears to depict intimate interactions, like hugging and potential romantic conduct, that aren't ideal for this age group. Additionally, the language expresses feelings of life and loneliness, which may be distressing for young children. The romantic elements and potentially distressing content suggest it's not appropriate for children under 9."",""languages"":[""English""]}"
pzcoQLnQ5o0,inappropriate,inappropriate,"['English', 'Italian']","{""label"":""inappropriate"",""justification"":""The video contains elements that are not suitable for children under 9 years old. The text suggests themes of drinking and possible intoxication, which is inappropriate for young audiences. The visuals hint at a nightlife or club setting, which may involve alcohol and adult interactions. Additionally, there are mentions of sensual and intimate expressions, such as dancing with \""magic\"" and \""burning inside the soul,\"" which might not be appropriate for children."",""languages"":[""English"",""Italian""]}"
BilSQFcLOiI,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video content appears to involve fitness training with a humorous and casual interaction among participants. The audio transcription reveals discussions that are friendly and playful, involving gym activities, cultural exchanges, and personal achievements.\n\nThere is no indication of physical violence, self-harm, scariness, sexual content, discrimination, or offensive language. The conversations are light-hearted, focusing on fitness routines and personal stories related to social media and cultural backgrounds.\n\nTherefore, based on the given definition, the content is appropriate for children under 9 years old."",""languages"":[""English""]}"
7H7daeeZ_bo,irrelevant,inappropriate,['English'],"{""label"":""inappropriate"",""justification"":""The images suggest cartoonish depictions of potential physical violence or uncomfortable interactions (e.g., people lying on top of each other in overly dramatic ways and an apparent kissing scene), which might be confusing for children. The transcription mentions unsettling themes such as not wanting to 'feel anymore' and 'going mad,' which may be mentally distressing to younger audiences. The repeated phrase 'we make a trend' might encourage risky or extreme behaviors to be followed as trends. Overall, the combination of potentially distressing imagery and ambiguous, repetitive lyrics makes the video inappropriate for children under 9."",""languages"":[""English""]}"
Yok83qF0ACQ,irrelevant,appropriate,['Bengali'],"{""label"":""appropriate"",""justification"":""The video content appears to be focused on demonstrating an air conditioning and cooker hood product, with no visible or described elements of violence, self-harm, scariness, discrimination, offensive language, or other inappropriate themes listed. The audio transcription does not contain any inappropriate language or themes either. Thus, the video ad is appropriate for children under 9."",""languages"":[""Bengali""]}"
c7kUBqwvuQg,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video is focused on LinkedIn prospecting automation and contains no elements of violence, self-harm, scariness, stunts, sexual content, discrimination, offensive language, drugs, inappropriate clothing, death, or intimacy. The content is business-related and may not be interesting for children, but it's not inappropriate for them."",""languages"":[""English""]}"
oP70SLOh5Ow,inappropriate,inappropriate,['Spanish'],"{""label"":""inappropriate"",""justification"":""The audio transcription contains explicit sexual content, innuendos, and offensive language. The video imagery shows a nightlife setting with luxury cars and adults, which may imply adult themes and activities. These elements combined make the video inappropriate for children under 9."",""languages"":[""Spanish""]}"
3OgB6UCIh9E,irrelevant,appropriate,"['Bengali', 'English']","{""label"":""appropriate"",""justification"":""The video ad does not seem to contain any inappropriate content based on the criteria provided. It appears to be promoting dental health with visuals of smiling people, families brushing teeth, and graduation celebrations. The content focuses on the benefits of preventing cavities through the use of the product being advertised (Pepsodent), with a positive and encouraging message about having a confident smile. There is no depiction of violence, self-harm, scariness, sexual content, discrimination, offensive language, substance use, crude humor, inappropriate clothing, death, or intimacy."",""languages"":[""Bengali"",""English""]}"
ciOU_smZnqA,child directed,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video features colorful, cartoonish characters in an educational context, mentioning interactive learning games suited for children from pre-K to 8th grade. The transcript discusses enhancing math skills in an engaging manner, with no references to violence, discrimination, or offensive content. Visuals support the educational theme; thus, it is suitable for children under 9."",""languages"":[""English""]}"
P4BYDo8b6qM,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video appears to showcase educational and professional settings, such as architecture, engineering labs, and group photos, without any elements that may be considered inappropriate for children. The audio transcription contains polite and courteous language with no offensive content. There are no signs of violence, discriminatory behavior, or other inappropriate themes based on the provided guidelines."",""languages"":[""English""]}"
YgIU77KJoXo,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video content and audio transcription focus on explaining the process of signing up for health insurance in Germany. There is no mention or depiction of violence, self-harm, scariness, sexual content, offensive language, discrimination, or any other element deemed inappropriate for children under 9. The imagery appears to involve forms and informational graphics consistent with an instructional health insurance video. The language used is English, and it is educational and informational in nature, making it suitable for viewers, including children."",""languages"":[""English""]}"
_5isL4u4kTo,inappropriate,inappropriate,"['English', 'French']","{""label"":""inappropriate"",""justification"":""The video includes elements considered inappropriate for children under 9: singing about going to the casino, romantic themes, and revealing clothing. The visuals and language suggest themes that may not be suitable for children."",""languages"":[""English"",""French""]}"
CMq7MiwVUBk,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video content and audio transcription center around a historical and technical overview of the 24 Hours of Le Mans race. It focuses on car endurance and innovation over speed, without depicting any of the inappropriate elements listed such as violence, self-harm, horror themes, extreme stunts, sexual content, discrimination, offensive language, or substance use."",""languages"":[""English""]}"
rEgOwG3aKNc,inappropriate,inappropriate,['English'],"{""label"":""inappropriate"",""justification"":""The video contains scenes of a person pointing a gun and depicts cars racing, which could be considered elements of violence and extreme stunts. Such scenes may not be suitable for children under 9."",""languages"":[""English""]}"
xqMha_x6U_s,irrelevant,inappropriate,['English'],"{""label"":""inappropriate"",""justification"":""The video contains themes of danger and destruction, referring to 'deadly Tengu Mosha' and 'battle' which might imply violence or frightening scenarios. Such content can be scary or mentally distressing for children under 9 years old."",""languages"":[""English""]}"
IJZUvLg510o,irrelevant,appropriate,"['English', 'Punjabi']","{""label"":""appropriate"",""justification"":""The video appears to feature visually peaceful scenes with individuals in traditional attire and no apparent dangerous or distressing content. The audio transcription suggests themes of love, spirituality, and cultural expression. There are no indications of violence, self-harm, inappropriate language, or any other elements that would be considered inappropriate for children under the age of 9."",""languages"":[""English"",""Punjabi""]}"
HxLVoQM98xE,irrelevant,inappropriate,['English'],"{""label"":""inappropriate"",""justification"":""The image appears to depict a character in a dynamic pose with possible magical effects, which could be considered as a form of cartoonish violence. The audio transcription includes phrases that could imply defeat or loss, although without context, it's not inherently offensive. However, combining the dynamic image likely depicting action with the audio themed around 'losing' can be suggestive of violence. Thus, the video could potentially convey themes of violence or conflict, making it inappropriate for children under 9."",""languages"":[""English""]}"
-NuLd37PJ0g,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video ad content consists of discussing internet service offers and features, which are appropriate topics. The imagery simply depicts people and a product related to the service, without any elements listed as inappropriate for children."",""languages"":[""English""]}"
yIX1Goa70K4,inappropriate,inappropriate,['English'],"{""label"":""inappropriate"",""justification"":""The audio contains explicit language, references to violence, and potentially distressing themes like contemplating life and death. These elements make it inappropriate for children under 9."",""languages"":[""English""]}"
ewBAfUWPFU4,irrelevant,appropriate,['unknown'],"{""label"":""appropriate"",""justification"":""The image grid depicts cartoon characters in a seemingly neutral setting with no visible violence, distress, or inappropriate behavior. The audio transcription begins with a musical note, suggesting it might be a song, but without any inappropriate language or themes identified. There is no indication of any disturbing or unsuitable content based on the provided images and transcription."",""languages"":[""unknown""]}"
zTcvKQLVL_Q,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video contains promotional content for a furniture business, showcasing furniture and highlighting business benefits. It does not contain any elements such as violence, gore, scariness, discrimination, inappropriate language, or any other factors listed that would be inappropriate for children under 9. The content focuses on shopping and furniture, which is suitable for children."",""languages"":[""English""]}"
ftywoDPCyho,inappropriate,inappropriate,"['Hindi', 'English']","{""label"":""inappropriate"",""justification"":""The video contains romantic themes and potentially intimate scenes, which, along with the depiction of sadness and betrayal present in the song’s lyrics, make it unsuitable for children under 9. The visuals also appear to suggest relationships and emotions that could be complex and distressing for younger audiences."",""languages"":[""Hindi"",""English""]}"
hkeAZyhRvNM,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video and its audio transcription primarily convey a positive and motivational message, focusing on freedom and positivity. The visuals include serene and scenic environments without any elements of violence, scariness, or inappropriate content. The language used in the lyrics is encouraging and suitable for children. There's no depiction of concerning themes such as discrimination, offensive language, or inappropriate behaviors."",""languages"":[""English""]}"
GaVOy8JPWII,irrelevant,inappropriate,"['English', 'Punjabi']","{""label"":""inappropriate"",""justification"":""The video and audio transcription describe scenes that involve themes of power dynamics and potential non-compliance with authority, which might imply interpersonal conflict or violence. The presence of vehicles, such as bikes and cars, and a slightly aggressive tone in the lyrics may suggest some risky or violent behavior. Additionally, the themes might be complex and not suitable for children under 9."",""languages"":[""English"",""Punjabi""]}"
mLvsZAlbmIs,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video appears to be a tutorial on using an art software, focusing on animation techniques for drawing or painting. The visuals and audio transcription do not contain any inappropriate elements such as violence, sexual content, offensive language, or other themes unsuitable for children. The content is educational and relates to art and animation software usage."",""languages"":[""English""]}"
WD5meI7vQ-k,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video predominantly features images related to a perfume advertisement, with visuals of landscapes, a person posing, and the perfume bottle itself. The audio transcription does not contain violent, explicit, or inappropriate language or themes. There is no indication of violence, discrimination, offensive language, or any elements likely to cause distress to children under 9."",""languages"":[""English""]}"
z_RqlCZAKKg,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The image grid and audio transcription describe a commercial for a mattress sale. The visuals in the grid show mattress displays and sale promotions, which are not inherently inappropriate for children. The audio transcription focuses on the sale details, discounts, and payment plans, without mention of any inappropriate content like violence, sexual themes, offensive language, or any other listed factors. The video content is commercial and promotional in nature, which is suitable for all audiences, including children under 9."",""languages"":[""English""]}"
s8QapmBahDo,inappropriate,inappropriate,['English'],"{""label"":""inappropriate"",""justification"":""The video contains themes of medical distress with references to surgery and the removal of toes, which can be mentally distressing for children under 9. Additionally, the topic of smoking may not be suitable for young children. The visual depiction of a potentially distressing medical condition (discolored toes) reinforces this assessment."",""languages"":[""English""]}"
5dTtmZ3PUgI,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video and audio transcription depict a scenario focused on cooking with phrases like \""weekend brunch\"" and \""kitchen perfection,\"" without any content involving violence, horror, inappropriate language, or other elements listed as inappropriate for children. The visuals show a couple peacefully cooking together, which aligns with the audio's positive and wholesome theme of food preparation."",""languages"":[""English""]}"
HYK0QJnuCgE,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video is a demonstration of a new mobile phone and its features. There is no depiction of violence, self-harm, scariness, stunts, sexual content, discrimination, offensive language, substance use, inappropriate clothing, death, or intimacy. The content is focused on technology and seems suitable for children under 9."",""languages"":[""English""]}"
wCRL3PJixBg,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video features a child taking medicine, which can be relatable to young children who dislike taking medication. There is no depiction of violence, fear, inappropriate language, sexual content, or other mature themes. The content focuses on saving on medication for families, represented in a light-hearted manner. The language is English, and there is nothing to suggest that it would be harmful or distressing for children under 9 to view."",""languages"":[""English""]}"
ixupw9tFXUM,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The image and audio transcription pertain to financial information about SSI payments, aimed at adults and children with disabilities. There is no inclusion of violence, sexual content, offensive language, distressing scenes, or any other inappropriate themes for children. The language used is factual and provides information about eligibility for financial aid."",""languages"":[""English""]}"
XWjSPMhRAu4,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video and its transcription focus on themes of personal background, business achievement, and political goals. There is a mention of serious topics like substance use and mental health, which are handled in a mature and responsible manner suitable for general audiences. There are no depictions or mentions of violence, sexual content, offensive language, or other inappropriate themes for children under 9. The video’s language is English."",""languages"":[""English""]}"
1dpHBsOAqOk,irrelevant,appropriate,['English'],"{""label"":""appropriate"",""justification"":""The video focuses on a trading system meant for Forex traders, discussing strategies and challenges in passing prop firm tests. There is no inappropriate content such as violence, sexual themes, offensive language, or anything else deemed unsuitable for children under 9. The topic may be too complex for young children, but it is not inappropriate according to the given criteria."",""languages"":[""English""]}"
