,Unnamed: 0,Video Id,Primary Label,Predicted Label (Child Directed or not),Responses
218,214,8z8lM5TojSU,True,Child Directed,"The video appears to be child-directed based on the title and thumbnail. The title uses simple language and mentions a fairy tale ('Kahani'), which typically indicates storytelling for children. The thumbnail features cartoonish animation with anthropomorphic characters, which appeals to children. These elements point towards content designed to be consumed by a younger audience."
219,215,9j3T9LJhIFg,True,Child Directed,"The video thumbnail features a cartoonish, animated seal, which appeals to children with its colorful and whimsical design. The title and imagery suggest playful and light-hearted content, aligning with child-appealing elements."
220,216,9Z0jXwaY7p0,True,Child Directed,"The video thumbnail features colorful, cartoonish animals, which are elements commonly appealing to children. The title 'Lo-fi Seal' suggests a playful or whimsical theme, aligning with child-directed content criteria. The absence of mature content indications and the visual style suggest it's suitable for a young audience."
221,217,9_smiKkjytI,True,Child Directed,"The thumbnail depicts a cartoonish baby seal, which falls under child-appealing elements like colorful and animated visuals of animals. The title ""Teeny Tiny Baby Seal"" suggests playful and whimsical themes suitable for children. This aligns with content commonly enjoyed by a young audience."
222,218,A5fij5tfxjA,True,Child Directed,"The video appears to be a scene from 'Rise of the Teenage Mutant Ninja Turtles: The Movie,' which is likely designed for children or family viewing. The animation style is cartoonish and colorful, featuring anthropomorphic characters (the turtles), which are appealing to children. The presence of fantasy conflict (indicated by 'healthbars') is typical in children's animated series and not inherently mature or violent."
223,219,aeRcFxA8oa4,True,Child Directed,"The video title and thumbnail suggest that it features dinosaur eggs hatching, which is likely to be appealing to children. The presence of colorful, toy-like dinosaur figures in the thumbnail indicates a playful and fantasy theme, which aligns with child-appealing elements such as colorful and animated visuals. The content likely aims to entertain or educate children about dinosaurs in a simple manner, making it suitable for a child-directed label."
224,220,ANhte0uCUTw,True,Child Directed,"The video likely features educational and playful elements related to dinosaurs. The mention of a 'Dinosaur Anatomy Set' and 'Jurassic World T-Rex' suggests it includes popular dinosaur figures and educational content that can appeal to children. The colorful and cartoonish depiction of dinosaur anatomy in the thumbnail supports this, making it suitable for a young audience fascinated by dinosaurs."
225,221,aVmy-wtNLe4,True,Not Child Directed,"The Cuphead Show! is based on the video game 'Cuphead', known for its challenging gameplay. While the animation is cartoonish, the title suggests possible mature themes ('Dirt Nap') and elements of conflict (healthbars). This content likely includes themes and complexity not suited for young children, thus not fitting the 'Child Directed' criteria."
226,222,b4bmc2MhCrk,True,Child Directed,"The video appears to feature a game with colorful and cartoonish graphics that are appealing to children. The thumbnail and title suggest it involves gameplay typically enjoyed by younger audiences, potentially matching the criteria of a non-violent, family-friendly game."
227,223,bHMt67keONQ,True,Child Directed,"The video titled 'THE ADDAMS FAMILY Clip - ""This is my new look"" (2019)' likely features content from an animated movie that is suitable for family viewing. ""The Addams Family"" movies are often PG-rated, featuring cartoonish versions of characters that appeal to both children and families, despite the mildly spooky theme. These elements fit the criteria for child-directed content."
228,224,bXrUMk1YenM,True,Child Directed,"The thumbnail and title suggest that the video could contain playful and imaginative content appealing to children, such as a game of 'The Floor is Lava' theme, but related to water. The thumbnail shows bright colors, animated-like graphics with a cartoonish shark fin, which are elements appealing to children."
229,225,bzFAUySpJiA,True,Child Directed,"The video title 'TERRA WILLY Clip - ""Morning Routine"" (2019)' suggests it is from an animated movie aimed at family viewing. The thumbnail features a cartoonish character which indicates colorful and animated visuals, widely appealing to children. The playful theme of a 'morning routine' likely suggests light-hearted content suitable for children."
230,226,bZZXjyhtT20,True,Child Directed,"The video appears to involve children and suggests a playful, playful theme with the 'decide my day' challenge concept. The presence of young children featured prominently suggests it's meant for a young audience, fitting the child-directed criteria."
231,227,C2kF6kEKvqQ,True,Child Directed,"The title 'FRUITS vs VEGETABLES EATING CHALLENGE | #LearnWithPari' indicates it is a playful, educational challenge likely aimed at children. The use of colorful visuals and the involvement of a child suggests it is designed for a young audience. The educational aspect ('LearnWithPari') aligns with child-directed content."
232,228,C8Bd2wL_bvc,True,Child Directed,"The thumbnail features colorful and cartoonish visuals with dolls, which are often appealing to children. The presence of dolls suggests a storytelling approach likely suitable for a younger audience. Although the title is not in English, the context implies a playful and whimsical tone, indicating child-directed content."
233,229,cb_R1JpUZIs,True,Child Directed,"The thumbnail is brightly colored and features cartoonish visuals, including animated food items and a cartoon character, which are elements commonly enjoyed by children. The title suggests an animation, which typically appeals to a younger audience. There are no apparent indications of mature or complex themes, making it suitable for children."
234,230,cKTJKugA_Rc,True,Child Directed,"The title 'नन्ही चुहिया राजकुमारी | Little Mouse who was a Princess in Hindi | Kahani | @HindiFairyTales' suggests a fairy tale story, likely appealing to children. The thumbnail shows colorful, cartoonish graphics of anthropomorphic characters and whimsical elements, indicating the video is designed for children."
235,231,csFFU6CTnx8,True,Child Directed,"The Addams Family (2019) is an animated movie featuring cartoonish and whimsical visuals appealing to children. The content is designed to be family-friendly, with light-hearted themes that avoid mature content, aligning with child-directed criteria."
236,232,Cu5S9IRdnVg,True,Child Directed,"The thumbnail shows colorful, cartoonish fairies and a fantasy setting, suggesting animated and whimsical content appealing to children. The title indicates a fairy tale, which is typically aimed at young audiences. There is no indication of mature themes or content."
237,233,czRwowaOw3A,True,Child Directed,"The thumbnail features colorful and cartoonish visuals, typical of content appealing to children. The title suggests it might contain animated clips which are suitable for family viewing, fitting the criteria for child-directed content."
238,234,d5iBAbQdpCE,True,Child Directed,"The thumbnail features colorful and animated visuals with cartoonish seals, which are appealing to children. The title 'Sealook Song' suggests the presence of a song that may be rhythmic or playful, making it likely suitable for young viewers."
239,235,dM__TIx1p48,True,Child Directed,"The video titled 'Talking Tom Gold Run in China - Talking Tom (iOS, Android Gameplay #673)' is considered child-directed because it features the character 'Talking Tom,' which is popular with children, and includes cartoonish graphics. The visuals are colorful and the gameplay is non-violent, aligning with features commonly enjoyed by children."
240,236,e0ooJAl_xbo,True,Child Directed,"The thumbnail and title suggest that the content is centered around cartoonish characters and family-friendly gameplay, which appeal to children. The game ""Talking Tom Hero Dash"" involves cartoon-style action, which fits the child-appealing elements of colorful and animated visuals with non-violent themes. Therefore, it meets the criteria for child-directed content."
241,237,E3N02l0_lAE,True,Child Directed,"The title and thumbnail feature a challenge that likely includes a playful or educational element. The use of two young individuals and terms like ""#LearnWithPari"" suggest educational content. The style and presentation appear to be child-friendly, which aligns with child-directed criteria."
242,238,E5252-GTBEQ,True,Child Directed,"The video relates to 'Hotel Transylvania 2', an animated movie with cartoonish graphics appealing to children. Such movies are usually designed for family viewing and contain child-friendly themes and humor, meeting the criteria for being child-directed."
243,239,e8Ch_NyO6Q4,True,Child Directed,"The video title and thumbnail suggest an art activity involving chocolate and a colorful theme associated with Candbury Gems, which appeals to children. The visuals and concept likely feature child-friendly, playful elements suitable for a young audience."
244,240,ePdCFPcwVos,True,Child Directed,"The video features a cartoonish, animated character which is appealing to children. Despite it being a battle scene, the presence of health bars suggests a video game style, often popular in non-violent and playful contexts. ""Rumble"" is likely a family-friendly movie, suitable for children."
245,241,FnsVTjNluhk,True,Child Directed,"The thumbnail and title indicate that the content features various Spiderman toys, which are colorful and likely include cartoonish and playful elements. These elements are typically appealing to children, meeting the criteria for child-appealing elements."
246,242,fujbLEXfXk8,True,Child Directed,"The thumbnail shows a cartoon seal in a playful scenario involving 'snotcicles,' which suggests a whimsical and humorous theme. The animated, cartoonish style and the light-hearted portrayal with an animal character are appealing to children. Additionally, the title 'Best Snotcicle Ever' aligns with content that might be amusing or entertaining to a young audience, fitting the criteria for child-directed content."
247,243,gA_zNJQ5p9k,True,Child Directed,"The thumbnail features anthropomorphic seals with cartoonish visuals, which are generally appealing and suitable for children. Additionally, the title 'Electro-Seal' suggests a whimsical and playful theme, further indicating it is child-directed."
248,244,gEsw6BuihBM,True,Child Directed,"The video is likely child-directed as it features elements appealing to children such as cartoonish visuals, dinosaurs, and a mystery box theme, which typically involve playful, whimsical exploration. These elements suggest a fun and engaging experience for young viewers."
249,245,GmqIJHbBDSs,True,Child Directed,"The video features Tom and Jerry, popular cartoon characters known for their child-friendly, animated antics. The thumbnail suggests a light-hearted chase scene, which is a typical theme of their shows, appealing to children. The addition of health bars adds a playful gaming element suitable for kids without introducing mature content."
250,246,Gu8Rf6YsgEY,True,Not Child Directed,"The title and thumbnail indicate that the video is about online Odishi dance classes. While dance can be enjoyed by children, there is no explicit indication that this content is specifically designed for children or contains elements that are typically child-directed. The focus seems to be on dance instruction rather than being child-appealing or whimsical. Odishi is a classical dance form which typically involves content that isn't exclusively aimed at a children's audience."
251,247,g_jxc7KwgLk,True,Child Directed,"The video titled 'ASTRO BOY Clip - ""A Perfect Replica"" (2009)' appears to be child-directed due to its animated nature and the fact that 'Astro Boy' is generally considered suitable for a family audience. The imagery suggests colorful, cartoonish animation that likely appeals to children."
252,248,iJ6aseAcGvQ,True,Child Directed,"The video thumbnail and title suggest it is a cartoon with colorful, whimsical, and animated visuals appealing to children. It appears to fit the 'Child-Appealing Elements' category with cartoon characters, likely portraying a simple narrative suitable for children."
253,249,iOTt7bRBuIg,True,Not Child Directed,"The video thumbnail and title do not provide clear indicators of child-directed content. The title 'Village Visit with Priyanshi Di / Village Masti Vlog' implies a personal or lifestyle vlog likely aimed at a wide audience rather than specifically designed for children. The visuals in the thumbnail depict people enjoying a rural setting, which does not inherently include child-appealing elements such as colorful, cartoonish visuals or non-violent gameplay, nor does it indicate simplified or whimsical themes. Therefore, it does not meet the criteria for being explicitly child-directed."
254,250,iWF8-ANk_xc,True,Child Directed,"The video is a clip from an animated movie, ""THE ADDAMS FAMILY (2019),"" which is likely intended for family viewing. Animated movies often appeal to children through colorful and playful visuals. The Addams Family, while sometimes portraying darker themes, is generally presented in a lighthearted manner suitable for child viewing. It is likely rated PG, which fits within the criteria for child-directed content."
255,251,j3210qVOfXU,True,Child Directed,"The content is an animated movie clip, which is considered family-friendly and suitable for children. The visuals are cartoonish, featuring an anthropomorphic character, and the movie itself is typically rated for all ages (G/PG)."
256,252,j3zDubIcAP8,True,Not Child Directed,"The title 'Types Of Patients During Doctor Visit | Funny Video | Pari's Lifestyle' suggests humor potentially aimed at a broad audience. While it may include child-friendly elements, it doesn't specifically indicate that it is designed for or appealing primarily to children, nor does it feature explicitly child-directed themes such as educational content or animated visuals aimed at young audiences."
257,253,JhkDqkyw6Ts,True,Child Directed,"The thumbnail features cartoonish elements such as a teddy bear and a doll, which appeal to young children. The playful, colorful design suggests content aimed at a younger audience, consistent with child-appealing visuals. The title indicates a light-hearted, funny theme which is typical of child-directed content."
258,254,jRTatZE1f8o,True,Child Directed,"The video title and thumbnail suggest a focus on remote control toy cars, which are typically appealing to children. The presence of toys, specifically the mention of a collection of various RC cars, aligns with child-directed content as these kinds of toys are commonly favored by children for play."
259,255,jXRBW5Vha7o,True,Child Directed,"The video features dinosaurs and eggs, elements that are likely to appeal to children due to their playful and imaginative nature. The inclusion of 'Transformer Eggs' suggests a connection to toys, which are commonly associated with child-directed content. The colorful and cartoonish depiction of dinosaur heads aligns with child-friendly aesthetics."
260,256,jxV0wV8lknk,True,Child Directed,"The video is a clip from 'The Addams Family,' which is an animated movie suitable for family viewing, often rated PG. The animation style features cartoonish visuals appealing to children, and while it may include mild peril or conflict, it's generally presented in a manner appropriate for young viewers."
261,257,KDkB_p_HY7w,True,Child Directed,"The video titled 'Living In BALCONY For 24 Hours Challenge | #LearnWithPari' appears to be child-directed as it features a friendly, youthful theme and possibly a child engaging in a fun challenge, which is a concept that can be appealing to children. The thumbnail shows a colorful and playful setting, which aligns with child-appealing elements. The possibility of a light-hearted, non-violent narrative also suggests alignment with child-directed content criteria."
262,258,Ke8QzGkTXDA,True,Not Child Directed,"The video appears to be a recipe video, which is not explicitly designed for children or simplified for them. The presence of a child in the thumbnail does not inherently make it child-directed. The title suggests a focus on an easy recipe, not specifically child-friendly content, and does not meet the criteria for being designed specifically for children."
263,259,L8-jTBPJPrs,True,Child Directed,"The video is labeled as 'Funny Video' with children in a school setting, indicating a focus on playful themes. The bright colors and the context suggest content appealing to children. The presence of a school environment and playful expressions points to a child-appropriate theme, likely designed to entertain or educate kids in an engaging way."
264,260,Lg4KFP4RxSU,True,Child Directed,"The video title and thumbnail suggest that it features a puppet show revolving around dolls going shopping, which typically appeals to children. The colorful and playful imagery, along with the theme of a doll story, aligns with content designed for a child audience."
265,261,LL8hG1KRM6U,True,Child Directed,"The video titled 'Proud Tree in Bengali | Bangla Cartoon' features cartoonish animated visuals, including anthropomorphic trees and a whimsical setting, which are appealing to children. The thumbnail suggests a playful theme suitable for a young audience. Such elements are common in content directed toward children, fulfilling the child-appealing criteria."
266,262,lt-Y572236U,True,Child Directed,"The thumbnail features colorful, cartoonish 3D dinosaur models surrounding a nest with eggs, which are visuals commonly enjoyed by children. The title suggests the content includes playful themes with dinosaur eggs and bone fossils, appealing to young viewers interested in dinosaurs. Therefore, it meets the criteria for being child-directed."
267,263,lvJ25GWVusg,True,Child Directed,"The video titled 'My Little Pari Part-253 || আমার ছোট্ট পরীর গল্প পর্ব -২৫৩ || Putuler Golpo' appears to be child-directed based on several criteria: the use of dolls and colorful visuals suggests a playful and whimsical theme. Additionally, 'Putuler Golpo' implies a story involving dolls, which typically appeals to children. The title and imagery strongly suggest a narrative suitable for children."
268,264,MDn3HjRHxs4,True,Child Directed,"The title suggests a playful and family-friendly challenge involving a child saying 'yes' to their mother for 24 hours. The thumbnail shows a child and an adult engaging in a light-hearted activity, which aligns with child-appealing themes and family-oriented content. There are no indicators of mature themes, violent elements, or complex dialogue, making it suitable for a child audience."
269,265,MECLzDX8As0,True,Child Directed,"The video, 'Guess the Drink Challenge game / PART 2 | #LearnWithPari,' appears to be child-directed due to the involvement of a child participating in what seems to be a fun, light-hearted challenge involving guessing drinks. The colorful and playful nature indicated by the title and thumbnail, along with featuring a child-friendly activity, suggests it is intended for a younger audience."
270,266,nscQYCknQGk,True,Child Directed,"The video is likely child-directed because it features 'Talking Tom Hero Dash' gameplay. The game includes colorful, cartoonish animal characters and family-friendly, non-violent gameplay. These elements are commonly enjoyed by children and align with child-appealing features such as animated visuals and whimsical themes."
271,267,NSnBi9Qhjns,True,Child Directed,"The thumbnail shows cartoonish, animated seals with colorful, playful visuals, suggesting that the content is appealing to children. The title 'LOL' and 'SEALOOK' implies a light-hearted, whimsical theme. The imagery and title combined indicate that the video is likely designed with children as the intended audience, meeting the criteria for child-directed content."
272,268,ODbk-P4bRPw,True,Child Directed,"The thumbnail and title suggest content involving toys like dinosaurs, talking animals, robots, and cars, which are designed to appeal to children. These elements are colorful, cartoonish, and whimsical, fitting the criteria of child-friendly themes."
273,269,PdlGj1fkj2g,True,Child Directed,"The video titled 'आलसी गधा | Lazy Donkey in Hindi | @HindiFairyTales' suggests it is a fairy tale, which typically targets a child audience. The visuals in the thumbnail show cartoonish, colorful graphics featuring a person and an anthropomorphic donkey, aligning with child-directed content features. Such fairy tale narratives are generally family-friendly and suitable for children."
274,270,Pjim41gNReU,True,Child Directed,"The thumbnail shows a child holding a toy in a playful setting inside a car, which could appeal to children. The title hints at a playful challenge, which is likely to attract a young audience. The inclusion of a channel name that implies learning for kids further suggests child-directed content."
275,271,pLn2ViEn8Bk,True,Child Directed,"The 'Fall Guys Free for All Trailer' has cartoonish visuals with colorful, anthropomorphic characters that appear playful and appealing to children. The style is non-violent and aligns with family-friendly gaming content, meeting the criteria for child-directed content."
276,272,PsEuPeBkkqY,True,Child Directed,"The thumbnail and title suggest the content is animated and features cartoonish characters, which are typically appealing to children. The Cuphead Show! is known for its whimsical and playful art style, aligning with child-friendly elements."
277,273,pY_9PpQeYPE,True,Child Directed,"The video's title and thumbnail include elements that are appealing to children, such as Lego and dinosaurs. The visuals show colorful dinosaur figures and toys, which are common in child-directed content. The combination of Lego and dinosaurs is likely to attract a young audience interested in playful and imaginative themes. There is no indication of mature content, making it suitable for children."
278,274,qFwqzXN2qFw,True,Child Directed,"The thumbnail shows a cartoonish seal in an animated, colorful environment, which suggests child-appealing elements. The playful title 'Singing In The Cave' also indicates that the video might feature whimsical, child-friendly themes."
279,275,QWljBErgRRs,True,Child Directed,"The video thumbnail features cartoonish seals with animated visuals, which are appealing to children. Such animated animal characters are typical of content created for or appealing to children. The playful visual style aligns with child-friendly themes."
280,276,R6v-Ysb-GiY,True,Child Directed,"The thumbnail features children and colorful, cartoonish visuals that are appealing to kids. The title suggests a light-hearted theme involving chocolate, which is likely to attract a young audience."
281,277,RMdE-IRX_t4,True,Child Directed,"The video features a collection of toys related to ‘Doraemon’, a popular animated character known to appeal to children. The title suggests toy collections such as pencil boxes and airplanes, which are typically designed and marketed towards children. The visual elements shown in the thumbnail exhibit bright colors and cartoonish styles commonly associated with child-friendly content."
282,278,rNJGg8ecFm4,True,Child Directed,"The video features a 3D marble run game with colorful, cartoonish visuals that are appealing to children. The gameplay appears simple and engaging, with non-violent themes, making it likely to be family-friendly and suitable for children."
283,279,RoqX0Hf-eT8,True,Child Directed,"The video is likely child-directed as it features a title and theme that appear educational for children ('Chori Karna Buri Baat Hai' translates to 'Stealing is a Bad Thing'), indicated by the use of simple, child-friendly language and a focus on moral lessons. Additionally, the presence of bright, colorful visuals and animated expressions suggests it may appeal to children and is intended as family-friendly content."
284,280,RVcv1KlvD50,True,Child Directed,"The thumbnail shows colorful, cartoonish illustrations and fantasy elements like a magic pot, which are appealing to children. The title suggests a fairy tale-like story, fitting the criteria for child-appealing elements and themes."
285,281,rVND3ePG5Xw,True,Child Directed,"The video title 'घोड़े से दौड़ | GHODE SE DAUD | HINDI KAHANIYA | HINDI STORIES' suggests a story or tale presented in Hindi, which is likely intended for children. The thumbnail shows a cartoonish depiction of a running horse and a person, which are colorful and likely appealing to children. Cartoonish visuals and storytelling in native languages often suggest content aimed at children, fitting the criteria for being child-directed."
286,282,RVU3VVWoUDo,True,Child Directed,"The video is based on 'Incredibles 2', an animated movie rated PG and aimed at family audiences, which fits the criteria for child-friendly content. The addition of health bars suggests an appeal to older children familiar with video game elements, but the content predominantly remains suitable for children."
287,283,sdp2rw53beE,True,Child Directed,"The thumbnail features cartoonish seals with a colorful, animated background, which aligns with child-appealing elements like animal characters and whimsical themes. The title 'Bouncing Seals' suggests a playful, non-violent theme appropriate for children."
288,284,tNdgOuHk080,True,Not Child Directed,"The video title 'Rich Girl Vs Normal Girl | Comedy Video | Pari's Lifestyle' suggests content focused on social themes like wealth disparity and lifestyle differences, which may not be child-directed. Additionally, the thumbnail does not contain cartoonish visuals or other indicators such as animations or playful themes that are typically child-appealing. Thus, it does not meet the criteria for being considered child-directed."
289,285,TqTPiSQlB7U,True,Child Directed,"The title ""Ant and the Grasshopper"" along with the cartoonish thumbnail suggests a story that is educational and child-friendly, fitting the 'Designed for Children' and 'Child-Appealing Elements' criteria. The use of colorful, animated visuals of anthropomorphic characters appeals to children."
290,286,TTG-M7CKi58,True,Child Directed,"The video title and thumbnail suggest it is an animated retelling of 'Beauty and the Beast', a classic fairy tale typically aimed at children. The cartoon-style graphics and language indicate it is designed to be child-friendly, aligning with child-appealing elements like animated visuals and whimsical themes."
291,287,tUDDHyq8DF0,True,Child Directed,"The video appears to have child-friendly elements as it involves an eating challenge with colorful visuals. The involvement of children in the activity and the playful nature of the title suggests it is designed to appeal to children. It lacks mature themes and appears light-hearted, making it suitable for a young audience."
292,288,UARY7GsdAK4,True,Not Child Directed,"The title 'The Cuphead Show! In Charm's Way with healthbars' suggests content based on the 'Cuphead' video game, which is known for its challenging gameplay, potentially involving action elements not aligned with child-directed criteria. Additionally, the mention of 'healthbars' indicates a gameplay or game-related context, which could imply content complexity beyond what is suitable for children."
293,289,ug21It0Xpuw,True,Child Directed,"The video likely features a puppet show with playful themes, colorful visuals, and elements appealing to children, such as anthropomorphic characters or a simple storyline involving a doll's story. These are characteristic of content designed for young audiences."
294,290,ugw0Crfqfls,True,Child Directed,"The video is titled 'My Latest Cheapest Doraemon toys Collection, Doraemon Piano, Doraemon Fan, Walkie Talkie, Bubble Gun,' which suggests it showcases toys themed around 'Doraemon,' a popular children's cartoon character. The presence of toys such as pianos, fans, and bubble guns also implies a focus on child-friendly activities. The image contains colorful and cartoonish visuals that appeal to children. Based on these elements, the content is child-directed."
295,291,uL9DAMCUeXY,True,Child Directed,"The thumbnail and title suggest content appealing to children: dinosaur egg collection and transformations are playful, light-hearted themes. The visuals of colorful eggs and animated dinosaur toys align with child-appealing elements such as whimsical visuals and fantasy creatures."
296,292,V0HgTcRaERI,True,Child Directed,"The video appears to be child-directed based on the use of dolls (anthropomorphic characters) in a playful setting, which appeals to children. The presence of colorful visuals and a non-violent, imaginative scenario aligns with the described child-appealing elements, such as whimsical and playful themes. The video title indicates a story (""Putuler Golpo"") suitable for children, reinforcing its child-directed nature."
297,293,vX-qFvw5Um8,True,Child Directed,"The video titled 'Living Like A Baby For 24 hours Challenge | Part1#learnwithpriyanshi' suggests a playful and whimsical theme that appeals to children. The thumbnail shows a playful depiction related to babies, which aligns with child-appealing elements such as whimsical themes and playful visuals. The concept appears to be light-hearted and engaging for children."
298,294,WfvS2ujt5hU,True,Child Directed,"The video features a collection of Ben 10 toys, which are based on a popular children's cartoon. The toys include RC cars, bicycles, and other playful items, appealing to children's interests. The bright, colorful, and cartoon-themed visuals are designed to attract a young audience, fitting the criteria for child-directed content."
299,295,XGONxERAa9w,True,Child Directed,"The title 'THE ADDAMS FAMILY Clip - ""Wednesday goes to School"" (2019)' suggests content related to the animated version of 'The Addams Family'. The thumbnail features cartoonish and whimsical visuals which are appealing to children. Such animated movies are generally aimed at family viewing and can be considered child-directed."
300,296,xnAVUMw3EqM,True,Child Directed,"The video titled 'সিনডরেলা | Cinderella in Bengali | Bangla Cartoon | @BengaliFairyTales' is child-directed as it features animated cartoon visuals, a fairy tale theme, and is likely designed with children as the intended audience. Fairy tales are classic children's content and generally contain light-hearted and whimsical elements suitable for family viewing. The animation style adds to its appeal for children."
301,297,xNIb89HUcXw,True,Not Child Directed,"The video titled ""A Road Trip to Sonepur Mahanadi Part-2 | #LearnWithPari #learnwithpriyanshi"" does not explicitly indicate that it is designed for children or include elements commonly enjoyed by children. The title suggests a travel vlog that might appeal to a broader audience and lacks specific child-directed content indicators such as cartoonish visuals or playful themes."
302,298,xP991MbPZcg,True,Child Directed,"The video is based on a song from the animated Disney movie 'Encanto,' which is a family-friendly film with colorful, animated visuals and whimsical themes. Such content is suitable for children and aligns with child-directed criteria, featuring anthropomorphic characters and playful themes."
303,299,XP9addIo0fU,True,Child Directed,"The video title suggests that it involves dinosaur head boxes featuring well-known dinosaur species, which can be appealing and educational for children. The thumbnail shows colorful and cartoonish visuals of dinosaurs, aligning with child-appealing elements such as whimsical themes and anthropomorphic characters. These factors indicate the content is likely intended for a young audience."
304,300,xxiL9WpODDc,True,Child Directed,"The thumbnail features children in colorful outfits, suggesting a playful or light-hearted depiction. The theme 'Expectations Vs Reality' is presented in a simplified and humorous manner that can appeal to a young audience. The playful and colorful presentation suggests child-appealing elements."
305,301,Y0tg4L9DcHk,True,Child Directed,"The title 'Tale of the Bamboo Cutter in Bengali' suggests a story that is likely to be a traditional fairy tale, often suitable for children. The thumbnail shows cartoonish characters which appeal to children and are common in child-directed content. There is no indication of dark, mature, or violent themes, nor any adult content. These elements suggest that the video is designed to be child-directed."
306,302,YHmzYZxlwKs,True,Child Directed,"The video title 'Elves and Shoemaker' suggests a fairy tale, which is typically designed for children's entertainment. The presence of cartoonish characters, colorful visuals, and fantasy elements in the thumbnail align with the criteria for child-appealing elements. Additionally, the inclusion of 'Fairy Tales' also indicates suitability for a young audience."
307,303,YO6bsec5Fhc,True,Child Directed,"The video is based on the 'Talking Tom Gold Run' game which features cartoonish and anthropomorphic characters, appealing visuals, and simple, non-violent gameplay. These elements are designed to be engaging for children, and the game is widely recognized as being aimed at younger audiences."
308,304,yP1gaOov2nk,True,Not Child Directed,"The video thumbnail and title suggest that it features content from the movie 'Up,' specifically a 'Final Battle' scene presented with 'healthbars,' which implies an edit incorporating potentially game-like elements. While 'Up' is a family-friendly movie suitable for children, the addition of healthbars and focus on a 'battle' could emphasize themes of conflict or mild peril. This combined with the context of a subscriber special suggests the content might not be explicitly designed to appeal predominantly to children, as it targets existing followers. Therefore, the video is not clearly child-directed according to the provided criteria."
309,305,yT7WVCNahaA,True,Child Directed,"The video title and thumbnail indicate a collection of Doraemon-themed toys, which are designed and marketed towards children. These toys likely feature colorful, cartoonish, and playful elements that are commonly appealing to children. The inclusion of well-known characters and a variety of simple toys like trains, spinners, and cars further supports this classification."
310,306,yY7yHidgjRI,True,Child Directed,"The video thumbnail and title suggest child-directed content due to the colorful and cartoonish visuals of animals such as a cow, elephant, gorilla, and dinosaur engaging in a playful and whimsical ball game. Such elements are commonly appealing to children and align with the criteria of having animated visuals, non-violent themes, and playful gameplay."
311,307,z-BgoOYxVIM,True,Child Directed,"The thumbnail features a cartoonish seal, which is appealing to children. The animated style, title, and presence of an anthropomorphic character suggest content designed for children or with child-appealing elements. The inclusion of a polar bear story indicates a playful and whimsical theme suitable for young viewers."
312,308,ZrAjWKrkPXw,True,Child Directed,"The video is likely child-directed as it comes from 'UGLYDOLLS,' which is an animated movie featuring cartoonish characters. The visuals are colorful and animated, often appealing to children. The movie was rated suitable for family viewing and typically contains themes and narratives appropriate for young audiences, fitting the child-directed criteria."
313,309,ZrCMSCWR9G4,True,Child Directed,"The video title and thumbnail suggest that it features dinosaurs, which are often appealing to children. The title includes a reference to 'Jurassic World,' 'Walking Dino,' and 'Anatomy Set,' indicating a playful and educational exploration of dinosaur toys or models. The colorful and cartoonish visuals of the dinosaurs in the thumbnail align with child-appealing elements, making it likely to be child-directed."
314,310,_ClGhzygxqU,True,Child Directed,"The thumbnail features cartoonish animated seals, which likely include child-appealing elements such as colorful and whimsical visuals. The title, 'Irresistible Seal,' suggests it may showcase playful or light-hearted themes suitable for children."
315,311,_DgJQl8JVVc,True,Child Directed,"The title 'My Little Pari' and 'পুতুলের গল্প' (doll's story) suggests it is a story involving dolls, which is typically child-appealing. The thumbnail displays colorful, doll-like characters in a playful setting, aligning with child-appealing elements and designed for children. These features imply light-hearted and whimsical themes suitable for children."
316,312,_P9-HFqOqC4,True,Child Directed,"The video appears to feature cartoonish and colorful dinosaur figures, which are often attractive to children. The trap and the theme of dinosaurs, combined with the playful depiction in the thumbnail, suggest that it is likely aimed at a younger audience. The whimsical and playful elements fit the criteria for child-directed content."
317,313,-RSvsJL-a3c,False,Not Child Directed,"The thumbnail and title suggest that the content is a lyrical video from a movie, likely targeting older audiences. The presence of adults in an emotional pose implies themes not specifically designed for children, and there is no indication of child-friendly elements such as cartoonish visuals or playful themes."
318,314,0u3g-vH6bXc,False,Not Child Directed,"The video title and thumbnail suggest it is a political commentary or news-oriented content, which is not designed for children nor includes child-appealing elements such as colorful visuals or whimsical themes. It likely contains complex dialogue and mature themes inappropriate for children."
319,315,1CyZmPFwKb0,False,Not Child Directed,"The video thumbnail features a character with slightly unsettling characteristics, which may not appeal to children. The title does not explicitly indicate child-directed content and there is no clear indication of colorful or whimsical themes typically appealing to children based on the thumbnail. Without explicit child-friendly or educational cues, it does not meet the criteria for child-directed content."
320,316,1XiXxszwud0,False,Not Child Directed,"The video titled ""Colorado vs Cincinnati | Full Game Highlights | 2024 College Football Highlights"" is not specifically designed for children, nor does it contain child-appealing elements as defined in the criteria. It features highlights of a college football game, which is typically intended for sports enthusiasts and older audiences, not young children."
321,317,25ypmxFrSYo,False,Not Child Directed,"The video title 'Starship Booster 13 Static Fire Complete | SpaceX Boca Chica' suggests that the content is related to a technical aspect of space exploration, which is not explicitly designed for children or featuring typical child-appealing elements like animation, cartoonish visuals, or playful themes. The subject matter appears to be more complex and likely intended for a broader or more adult audience interested in space technology rather than children."
