,Unnamed: 0,Video Id,Primary Label,Predicted Label (Child Directed or not),Response
193,193,8SWQ1em1-Ak,True,Child Directed,"The video title, ""তুষার রানী | Snow Queen in Bengali | Bangla Cartoon |@BengaliFairyTales"", and the thumbnail clearly indicate a cartoon aimed at children.  The use of the word ""cartoon"" and the presence of animated characters in a whimsical setting strongly suggest that the content is designed for a young audience. The title also mentions a fairy tale, a common theme in children's stories."
194,194,8z8lM5TojSU,True,Child Directed,"The video is an animated cartoon with child-like characters and a simple story.  The title translates to ""Sun and Moon"" suggesting a fairy tale or fable appropriate for children. These elements strongly suggest that the video is child-directed."
195,195,9j3T9LJhIFg,True,Child Directed,"The video features a cartoon seal with exaggerated features, sticking its tongue out in a playful manner. The title also suggests a light-hearted and fun theme. These elements strongly suggest that the video is designed to appeal to children."
196,196,9Z0jXwaY7p0,True,Child Directed,"The video features cartoonish, animated animals in a light-hearted setting.  The title suggests a relaxing, low-fi style which is often appealing to children. The overall aesthetic and style align with content typically enjoyed by children."
197,197,9_smiKkjytI,True,Child Directed,"The title ""Teeny Tiny Baby Seal"" and the thumbnail showing a cartoonish baby seal suggest that the video is child-directed.  The use of the word ""teeny tiny"" further emphasizes the cuteness and appeal to a younger audience. Cartoonish animation style is also a strong indicator."
198,198,A5fij5tfxjA,True,Child Directed,"The title ""Rise of the Teenage Mutant Ninja Turtles: The Movie (2022)"" clearly indicates a children's movie.  The presence of health bars in the video suggests a game-like element, which is common in child-directed content. The thumbnail shows cartoonish characters, further supporting the classification as child-directed."
199,199,aeRcFxA8oa4,True,Child Directed,"The video title, ""Who's Dinosaur Eggs? 10 Dinosaur Eggs Is Hatching - Jurassic World Dinosaurs"", and the thumbnail clearly indicate that the content is designed for children.  The subject matter (dinosaurs hatching eggs) and the use of colorful toy dinosaurs are child-appealing elements.  There is no indication of mature themes, violence, or complex dialogue."
200,200,ANhte0uCUTw,True,Child Directed,"The video title and thumbnail clearly indicate a child-directed video. The title mentions ""Dinosaur Anatomy Set"" and features popular dinosaur names like T-Rex and Mosasaurus, which are commonly associated with children's entertainment.  The thumbnail shows colorful, cartoonish-looking dinosaur toys, further suggesting that the video is aimed at a young audience. The focus on assembling and exploring the anatomy of the dinosaurs also aligns with educational content for children."
201,201,aVmy-wtNLe4,True,Child Directed,"The title ""The Cuphead Show! (2022) Dirt Nap with healthbars"" indicates a video related to the Cuphead Show, a cartoon series known for its child-friendly animation style and light-hearted themes.  The presence of ""healthbars"" suggests a gameplay element, but within the context of a cartoon show, this is likely non-violent and suitable for children. The thumbnail further supports this, showing cartoon characters in a playful setting. Therefore, based on the title and thumbnail, the video is likely child-directed."
202,202,b4bmc2MhCrk,True,Child Directed,"The video's thumbnail displays colorful, cartoonish 3D objects moving along a track. The title mentions a mobile game, suggesting a simple and family-friendly gameplay. These elements align with the criteria for child-directed content."
203,203,bHMt67keONQ,True,Child Directed,"The title indicates a clip from ""The Addams Family"" (2019), a movie known for its family-friendly, albeit spooky, themes and animation style.  The thumbnail shows a cartoonish character with exaggerated features, common in animation aimed at children. These elements strongly suggest the video is child-directed."
204,204,bXrUMk1YenM,True,Child Directed,"The video title ""Floor Is Water | Funny Video | Pari's Lifestyle"" and the thumbnail suggest a child-directed video. The thumbnail shows a young girl in a boat on a flooded floor, which is a playful and whimsical scenario appealing to children.  The title also indicates a ""funny video,"" suggesting light-hearted content suitable for kids. The presence of a cartoon shark further enhances its child-friendly nature."
205,205,bzFAUySpJiA,True,Child Directed,"The thumbnail shows a cartoonish robot character with bright colors and a surprised expression. The title mentions a ""morning routine,"" suggesting a lighthearted and family-friendly theme.  These elements strongly suggest that the video is child-directed."
206,206,bZZXjyhtT20,True,Child Directed,"The thumbnail shows two young children, a boy and a girl, engaging in what appears to be a playful challenge. The title mentions a ""24-hour challenge,"" suggesting a light-hearted activity suitable for children.  The overall impression is that the video is designed for and appeals to a child audience."
207,207,C2kF6kEKvqQ,True,Child Directed,"The video title ""FRUITS vs VEGITABLES EATING CHALLENGE | #LearnWithPari"" and thumbnail suggest a child-friendly format. The presence of a child in the thumbnail further indicates that the content is designed for children.  The ""eating challenge"" aspect implies a playful and light-hearted approach, typical of child-directed content."
208,208,C8Bd2wL_bvc,True,Child Directed,"The video thumbnail shows dolls dressed in vibrant, colorful clothing, suggesting a child-appealing aesthetic.  The title mentions a wedding, a common theme in children's stories, and uses the term ""পুতুলের গল্প"" which translates to ""doll's story."" These elements strongly suggest the video is intended for a child audience."
209,209,cb_R1JpUZIs,True,Child Directed,"The video thumbnail contains cartoonish characters and bright, appealing colors.  The title mentions ""dessert mukbang animation,"" suggesting a child-friendly style. These elements strongly suggest the video is designed to appeal to children."
210,210,cKTJKugA_Rc,True,Child Directed,"The video is an animated cartoon with a fairytale theme, featuring a mouse princess.  The title translates to ""Little Mouse Princess."" These elements strongly suggest it is designed for children."
211,211,csFFU6CTnx8,True,Child Directed,"The Addams Family is an animated movie known for its family-friendly humor and cartoonish visuals, making it suitable for children.  The title ""THE ADDAMS FAMILY Clips (2019)"" further suggests that the content is derived from a movie intended for family viewing."
212,212,Cu5S9IRdnVg,True,Child Directed,"The video title, ""ফুলের পরী | The Flower Fairies Story in Bengali | @BengaliFairyTales,"" and the thumbnail suggest a fairy tale story, which is a common theme in children's content. The colorful visuals and cartoonish animation style further support this classification.  The presence of fairies and flowers also points towards a whimsical and playful theme typically enjoyed by children."
213,213,czRwowaOw3A,True,Child Directed,The thumbnail shows cartoonish characters and the title suggests a light-hearted theme suitable for family viewing.  These elements align with the criteria for child-directed content.
214,214,d5iBAbQdpCE,True,Child Directed,"The video features cartoonish seals in a light-hearted setting. The title ""Sealook Song"" and the presence of a song suggest child-appealing elements.  The visuals are colorful and the overall tone appears playful and non-violent, aligning with criteria for child-directed content."
215,215,dM__TIx1p48,True,Child Directed,"The video thumbnail shows cartoonish characters in a colorful setting, suggesting a child-friendly game. The title mentions ""Talking Tom,"" a popular children's character, and gameplay, indicating a game designed for children.  These elements strongly suggest that the video is child-directed."
216,216,e0ooJAl_xbo,True,Child Directed,"The video title ""Talking Tom Hero Dash Beat The Bosses - Tom Hero Rescues Friends (Android Gameplay #764)"" and the thumbnail suggest that the content is child-directed. The presence of Talking Tom, a popular children's character, and the description ""Tom Hero Rescues Friends"" indicate a light-hearted and family-friendly theme.  The gameplay appears non-violent and cartoonish, further supporting the classification as child-directed."
217,217,E3N02l0_lAE,True,Child Directed,"The thumbnail shows two young girls, and the title ""Guess the Thing Challenge"" suggests a simple game suitable for children.  The inclusion of hashtags like ""#LearnWithPari"" and ""#learnwithpriyanshi"" further indicates a child-oriented educational or entertainment format."
218,218,E5252-GTBEQ,True,Child Directed,"The video is a behind-the-scenes look at the voice recording for Hotel Transylvania 2, an animated movie known for its child-friendly content.  The thumbnail shows a child-like cartoon character and Selena Gomez, who is known for her family-friendly work. The title explicitly references the movie, which is generally considered appropriate for children."
219,219,e8Ch_NyO6Q4,True,Child Directed,"The title includes ""Pari"", which sounds like a child's name, and mentions Cadbury Gems, a chocolate appealing to children.  The thumbnail shows two women, one appearing to be a child, saluting, suggesting a patriotic theme presented in a child-friendly way. The overall impression is that the video is designed for children."
220,220,ePdCFPcwVos,True,Child Directed,"The title ""Rumble (2021) Final Battle with healthbars"" suggests a fight scene, but the movie ""Rumble"" itself is an animated film generally considered suitable for children.  The presence of health bars in the video doesn't automatically make it inappropriate for children, especially given the context of a family-friendly animated movie. The cartoonish style of the movie and the likely light-hearted nature of the battle scene, even with health bars, suggest it's still child-directed."
221,221,FnsVTjNluhk,True,Child Directed,"The video title and thumbnail clearly indicate that the content is focused on Spiderman toys, which are typically appealing to children.  The mention of ""Spiderman Crawling"" and ""Spiderman Stationery"" further suggests a child-oriented theme and target audience. The visuals in the thumbnail also show bright colors and cartoonish characters, reinforcing the child-directed nature of the video."
222,222,fujbLEXfXk8,True,Child Directed,"The video title ""Best Snotcicle Ever"" and the thumbnail showing a cartoon seal suggest a child-appealing theme. The use of the word ""snotcicle"" is playful and whimsical, and the cartoonish visuals of the seal align with child-directed content.  The title also includes ""EP.19"", suggesting it is part of a series, further indicating it is likely designed for children."
223,223,gA_zNJQ5p9k,True,Child Directed,"The video thumbnail shows cartoonish seals with exaggerated features, bright colors, and a whimsical theme. The title mentions an episode number, suggesting a series aimed at children. These elements strongly suggest that the video is child-directed."
224,224,gEsw6BuihBM,True,Child Directed,"The title mentions dinosaurs, which are a popular subject for children. The thumbnail shows cartoonish-looking dinosaurs and a colorful box, which are visually appealing to children.  These elements suggest that the video is likely child-directed."
225,225,GmqIJHbBDSs,True,Child Directed,"The video features Tom and Jerry, popular cartoon characters known for their light-hearted conflicts.  The title mentions a ""skateboard scene"" suggesting playful action, and the inclusion of ""health bars"" points to a simple, game-like presentation suitable for children.  The overall theme aligns with child-appealing elements, making it likely child-directed."
226,226,Gu8Rf6YsgEY,True,Child Directed,"The video's title mentions online Odishi classes, suggesting an educational context.  The thumbnail shows a young girl in what appears to be a dance class.  These elements align with the criteria for child-directed content, specifically educational videos for kids and child-appealing elements such as dance."
227,227,g_jxc7KwgLk,True,Child Directed,"The title indicates a clip from the 2009 Astro Boy movie.  Astro Boy is an animated character commonly associated with children's entertainment. The thumbnail shows Astro Boy, which further suggests child-directed content."
228,228,iJ6aseAcGvQ,True,Child Directed,"The video title, ""অলস মেয়ে | Lazy Girl in Bengali | Bangla Cartoon | @BengaliFairyTales,"" and the thumbnail suggest a cartoon aimed at children.  The use of the word ""cartoon"" and the presence of animated characters in the thumbnail strongly indicate that the content is designed for children. The title also suggests a simple, easily understandable story suitable for a young audience."
229,229,iOTt7bRBuIg,True,Child Directed,"The video title ""Village Visit with Priyanshi Di / Village Masti Vlog"" and the thumbnail suggest a light-hearted, family-friendly adventure.  The presence of children playing in a village setting points towards child-appealing elements. The overall tone and visuals seem suitable for a young audience."
230,230,iWF8-ANk_xc,True,Child Directed,"The title indicates a family-friendly movie, and the thumbnail shows cartoonish characters, suggesting that the content is child-directed."
231,231,j3210qVOfXU,True,Child Directed,"The title ""Shrek the Third Funny Clips"" and the thumbnail showing Shrek, a cartoon character from a family-friendly movie, suggest that the video contains content suitable for children.  The movie itself is rated PG, and the clips are likely to be excerpts from the film, maintaining its light-hearted and family-friendly nature."
232,232,j3zDubIcAP8,True,Child Directed,"The title mentions ""Funny Video"", suggesting light-hearted content. The thumbnail shows a child and a doctor, indicating a child-friendly theme.  The title also suggests a focus on a common childhood experience (doctor visits), making it likely to appeal to children."
233,233,JhkDqkyw6Ts,True,Child Directed,"The title ""Pari Ho Gayi Hai Ziddi | Funny Video | Pari's Lifestyle"" suggests a light-hearted and humorous video featuring a child named Pari.  The thumbnail shows a young girl, a teddy bear, and a Barbie doll, which are all elements commonly appealing to children. The overall impression is that the video is likely designed for a child audience, focusing on playful themes and simple narratives."
234,234,jRTatZE1f8o,True,Child Directed,"The video title mentions ""toys"" and shows remote control cars, which are typically associated with children's play. The thumbnail displays bright colors and cartoonish-looking vehicles, further suggesting that the content is aimed at a young audience."
235,235,jXRBW5Vha7o,True,Child Directed,"The video title mentions ""Dinosaur, Dino Eggs"", which are elements commonly associated with children's entertainment.  The thumbnail shows colorful cartoonish dinosaurs, further suggesting a child-directed audience. The presence of transforming robots adds a playful element appealing to children."
236,236,jxV0wV8lknk,True,Child Directed,"The title ""The Addams Family Clip - Morning Routine (2019)"" suggests a family-friendly animated movie clip.  The thumbnail shows a cartoonish character, which further supports the classification as child-directed content."
237,237,KDkB_p_HY7w,True,Child Directed,"The video title, ""Living In BALCONY For 24 Hours Challenge | #LearnWithPari"", and the thumbnail suggest a child-friendly challenge. The presence of a young girl in the thumbnail further indicates that the content is likely aimed at a younger audience.  The hashtag ""#LearnWithPari"" implies an educational or learning aspect, which is common in child-directed content. The overall tone and subject matter appear light-hearted and suitable for children."
238,238,Ke8QzGkTXDA,True,Child Directed,"The video title, ""Pizza Making in 2 Minutes | Easy Pizza Recipe | इजी पिज़्ज़ा रेसिपी बाय परी,"" suggests a simple recipe, suitable for children.  The thumbnail shows a young girl and a man, implying a family-friendly context. The use of the word ""easy"" further reinforces the child-directed nature of the content."
239,239,KYNKKOF6FYY,True,Child Directed,"The video title and thumbnail clearly indicate that the content is aimed at children. The title mentions ""Jurassic World,"" a franchise popular with kids, and promises a playful search for dinosaurs. The thumbnail shows colorful dinosaur toys, suggesting a lighthearted and child-friendly tone.  These elements strongly suggest that the video is designed for a child audience."
240,240,L8-jTBPJPrs,True,Child Directed,"The title mentions ""Funny Video"" and the thumbnail shows two young girls in school uniforms, suggesting a light-hearted and child-friendly theme.  The title also specifies ""Types of Monitors in School"", indicating an educational element suitable for children. These factors strongly suggest the video is child-directed."
241,241,Lg4KFP4RxSU,True,Child Directed,"The video thumbnail shows dolls and colorful clothing, suggesting a child-friendly theme. The title mentions a puppet show and children's activities, further supporting its child-directed nature."
242,242,LL8hG1KRM6U,True,Child Directed,"The video thumbnail shows cartoonish characters, including a bee queen and anthropomorphic trees. The title mentions a ""Bangla Cartoon,"" suggesting an animated format suitable for children.  These elements strongly indicate that the video is child-directed."
243,243,lt-Y572236U,True,Child Directed,"The video title and thumbnail clearly indicate that the content is designed for children. The title mentions ""Dinosaur Eggs"" and ""Transformer 3D Dino Eggs,"" which are themes that appeal to children.  The thumbnail shows colorful cartoonish dinosaurs and eggs, further reinforcing its child-directed nature."
244,244,lvJ25GWVusg,True,Child Directed,"The video thumbnail shows Barbie-like dolls in a playful setting, suggesting a child-friendly narrative.  The title, ""My Little Pari Part-253,"" indicates a continuing story likely aimed at children. The inclusion of a subtitle in Bengali further suggests a target audience of children in that region. These elements strongly suggest the video is child-directed."
245,245,MDn3HjRHxs4,True,Child Directed,"The thumbnail shows a young girl and an adult woman. The title ""Yes to mom for 24 hours challenge"" suggests a playful and light-hearted theme suitable for children.  The inclusion of ""#LearnWithPari"" further implies an educational or family-friendly aspect. These elements align with the criteria for child-directed content."
246,246,MECLzDX8As0,True,Child Directed,"The video is titled ""Guess the Drink Challenge game / PART 2"", which suggests a game suitable for children. The thumbnail shows two children participating in the game, and the overall tone and style appear light-hearted and playful, aligning with child-directed content."
247,247,nscQYCknQGk,True,Child Directed,"The video thumbnail shows cartoonish characters in a game setting. The title mentions gameplay on iOS and Android, suggesting a mobile game.  These elements align with the criteria for child-directed content, specifically child-appealing elements such as colorful, cartoonish visuals and non-violent gameplay."
248,248,NSnBi9Qhjns,True,Child Directed,"The video features cartoonish, animated seals and penguins, which are common child-appealing elements. The title ""LOL"" suggests light-hearted and humorous content suitable for children.  The overall aesthetic and subject matter align with content typically enjoyed by children."
249,249,ODbk-P4bRPw,True,Child Directed,"The video title, ""My Latest Cheapest toys Collection,Dinosaur, Robot Car, Talking Tom, Dancing Robot, Police Bike, Car,"" and the thumbnail clearly indicate a collection of toys typically appealing to children.  The presence of toys like a dinosaur, robot, talking Tom, and cartoonish cars strongly suggests a child-directed audience. The title also uses simple language and focuses on toys, further supporting the child-directed nature of the content."
250,250,PdlGj1fkj2g,True,Child Directed,"The video is an animated cartoon with a simple story, suitable for children.  The title mentions a fairy tale, which is a common genre for children's stories. The visual style is cartoonish and colorful, further supporting its child-directed nature."
251,251,Pjim41gNReU,True,Child Directed,"The thumbnail shows a young girl in a car with a doll. The title mentions a 24-hour challenge, which is a common theme in children's videos.  The presence of a doll and the girl's age suggest that the video is likely aimed at a younger audience. The use of hashtags like #learnwithpari further suggests that the video is educational and child-friendly."
252,252,pLn2ViEn8Bk,True,Child Directed,"The thumbnail shows cartoonish characters in a playful setting. The title ""Fall Guys Free for All Trailer"" suggests a light-hearted and non-violent game, which aligns with criteria for child-directed content."
253,253,PsEuPeBkkqY,True,Child Directed,"The title ""The Cuphead Show! (2022) Root Packed with healthbars"" indicates a video related to the Cuphead Show, a cartoon known for its child-friendly animation style and light-hearted humor.  The presence of ""healthbars"" suggests a gaming element, but within the context of a cartoon show, this is likely presented in a non-violent and playful manner suitable for children. The thumbnail further supports this, showing cartoonish characters engaged in a playful fight. Therefore, based on the title and thumbnail, the video is likely child-directed."
254,254,pY_9PpQeYPE,True,Child Directed,"The video title, ""Dinosaur Heads - Jurassic World Lego, Brachiosaurus, T-Rex Smashers,"" and the thumbnail clearly indicate a child-directed video. The title mentions popular children's toys (Lego, Jurassic World) and dinosaurs, which are a common theme in children's entertainment. The thumbnail shows colorful, cartoonish dinosaur toys, further supporting the child-directed nature of the video."
255,255,qFwqzXN2qFw,True,Child Directed,"The video thumbnail shows a cartoon seal in a whimsical setting, suggesting a child-appealing style. The title ""Singing In The Cave"" implies a light-hearted and playful theme suitable for children.  These elements align with the criteria for child-directed content."
256,256,QWljBErgRRs,True,Child Directed,"The video features cartoonish, animated seals yawning.  The title ""Yaaaaawn"" and the visual elements suggest a light-hearted and playful theme, commonly appealing to children. The overall style and content align with criteria for child-directed content."
257,257,R6v-Ysb-GiY,True,Child Directed,"The video title, ""Jada Chocolate Khana Buri Baat hai | Short Film (Pari's Lifestyle)"", suggests a child-friendly theme.  The thumbnail shows a young girl with chocolate on her face, indicating a playful and light-hearted tone. These elements align with the criteria for child-directed content."
258,258,RMdE-IRX_t4,True,Child Directed,"The video title and thumbnail clearly indicate that the content features Doraemon toys, which are popular among children.  The toys shown are also simple and playful, aligning with child-appealing elements. The title mentions items like a pencil box, fan, airplane, and helicopter, all suggesting child-oriented products. Therefore, the video is considered child-directed."
259,259,rNJGg8ecFm4,True,Child Directed,"The video's thumbnail shows cartoonish graphics and simple gameplay, suggesting it is child-directed. The title mentions ""Relax Videos,"" which is a common theme in children's content.  The game appears to be non-violent and suitable for younger audiences."
260,260,RoqX0Hf-eT8,True,Child Directed,"The title mentions a short film and the thumbnail shows a young girl and an adult. The theme of stealing is presented in a light-hearted way, suitable for children.  The visuals appear cartoonish and colorful, further suggesting it is child-directed."
261,261,RVcv1KlvD50,True,Child Directed,"The video title translates to ""Magic Pot"" and the thumbnail shows cartoonish characters and a whimsical scene, suggesting a child-friendly fairy tale.  These elements strongly indicate that the content is designed for children."
262,262,rVND3ePG5Xw,True,Child Directed,"The thumbnail shows cartoonish visuals of a horse and a running man, suggesting a light-hearted and whimsical theme suitable for children.  The title mentions ""HINDI KAHANIYA | HINDI STORIES"", indicating a storytelling format often used for children's content. These elements strongly suggest that the video is child-directed."
263,263,RVU3VVWoUDo,True,Child Directed,"The video is a clip from the movie Incredibles 2, which is rated PG.  The thumbnail shows cartoonish characters and a lighthearted scene. The title mentions a ""final battle,"" but the context suggests a playful, family-friendly interpretation rather than graphic violence.  The addition of health bars is a common element in child-friendly video games. Therefore, the video likely meets the criteria for child-directed content."
264,264,sdp2rw53beE,True,Child Directed,"The video title ""Bouncing Seals"" and the thumbnail showing cartoonish, colorful seals suggest that the content is child-appealing.  The use of the word ""Bouncing"" implies playful and light-hearted themes, further supporting the child-directed label."
265,265,tNdgOuHk080,True,Child Directed,"The thumbnail displays two girls, one appearing wealthier than the other, suggesting a light-hearted comparison. The title mentions ""comedy video,"" implying a playful and humorous tone suitable for children.  The overall impression is a child-friendly theme, making it likely child-directed."
266,266,TqTPiSQlB7U,True,Child Directed,"The video title, ""পিপড়ে এবং ফড়িঙ্গের গল্প | Ant and the Grasshopper in Bengali |Bangla Cartoon| @BengaliFairyTales"", and the thumbnail clearly indicate that it is a cartoon story about ants and a grasshopper, which are common child-appealing elements.  The use of the word ""cartoon"" further reinforces this.  The style of animation is also consistent with children's cartoons. Therefore, it meets the criteria for child-directed content."
267,267,TTG-M7CKi58,True,Child Directed,"The video is an animated cartoon telling the story of Beauty and the Beast.  The title explicitly states it is a children's story in Hindi. The thumbnail shows cartoonish characters and a whimsical setting, all common elements of children's entertainment. Therefore, it meets the criteria for child-directed content."
268,268,tUDDHyq8DF0,True,Child Directed,"The video title, ""Color food eating challenge | #LearnWithPari #learnwithpriyanshi"", and thumbnail suggest a child-friendly format. The presence of children in the thumbnail further supports this.  The hashtags also indicate an educational or learning aspect, which is common in child-directed content. The challenge aspect is light-hearted and playful, aligning with child-appealing elements."
269,269,UARY7GsdAK4,True,Child Directed,"The title ""The Cuphead Show! (2022)"" indicates a children's show.  The thumbnail shows cartoonish characters, which is a child-appealing element. The presence of health bars does not automatically exclude it from being child-directed, as many child-friendly games include similar elements. The overall style and characters suggest a light-hearted and whimsical tone suitable for children."
270,270,ug21It0Xpuw,True,Child Directed,"The video title, ""My Little Pari Part-23 || মায়ের কাছে ছোট্ট পরীর সাবান মেখে স্নান || পুতুলের গল্প || Puppet Show,"" and the thumbnail suggest a child-directed video.  The title mentions a ""little fairy"" (""ছোট্ট পরীর"") and a puppet show (""পুতুলের গল্প""), which are common themes in children's entertainment. The thumbnail shows dolls in a playful setting, further reinforcing the child-directed nature of the content."
271,271,ugw0Crfqfls,True,Child Directed,"The video title and thumbnail clearly indicate that the content is aimed at children. The title mentions Doraemon toys, which are popular among children, and the thumbnail shows a collection of colorful, child-friendly toys, including a piano, fan, and walkie-talkies.  These elements strongly suggest that the video is designed for a child audience."
272,272,uL9DAMCUeXY,True,Child Directed,"The video title, ""Dinosaur Egg Collection! - Jurassic World Egg, Mini Dino Egg, Transformer Egg,"" and the thumbnail clearly indicate a child-directed video.  The presence of colorful dinosaur toys, eggs, and cartoonish elements strongly suggests that the content is designed to appeal to young children.  The title also mentions ""Mini Dino Egg,"" further reinforcing the child-oriented nature of the video."
273,273,V0HgTcRaERI,True,Child Directed,"The video title, ""My Little Pari Part-160 || 
আজ পরী মায়ের সাথে মাছ রান্না করলো || Putuler Golpo,"" suggests a children's story featuring dolls.  The thumbnail shows dolls cooking fish, which aligns with child-appealing elements such as playful themes and cartoonish visuals. The use of dolls and a simple cooking scenario strongly indicates that the content is designed for children."
274,274,vX-qFvw5Um8,True,Child Directed,"The video title, ""Living Like A Baby For 24 Hours Challenge | Part 1 #learnwithpriyanshi"", and the thumbnail suggest a playful and light-hearted challenge suitable for children.  The presence of young girls in the thumbnail further indicates a child-directed focus. The challenge itself is non-violent and uses child-like elements, making it likely to appeal to a younger audience."
275,275,WfvS2ujt5hU,True,Child Directed,"The video title and thumbnail clearly indicate that the content is focused on Ben 10 toys, which are typically marketed towards children.  The toys themselves (cars, bicycle, bus) and the bright green color scheme are all strong indicators of child appeal. The title explicitly mentions ""cheapest"" toys, suggesting affordability for families. There is no indication of mature themes or content inappropriate for children."
276,276,XGONxERAa9w,True,Child Directed,"The title ""Wednesday goes to School"" and the thumbnail suggest a child-friendly animated movie clip suitable for family viewing.  The characters are cartoonish, and the setting appears to be a school, implying a light-hearted and age-appropriate theme."
277,277,xnAVUMw3EqM,True,Child Directed,"The title mentions ""Cinderella"", a classic fairy tale for children.  The thumbnail shows cartoonish visuals of Cinderella, a prince, a carriage, and a glass slipper, all common elements in children's stories. The use of the word ""Cartoon"" in the title further suggests that the video is animated and intended for a young audience. The language used (""Bengali Fairy Tales"") also points towards a child-friendly format."
278,278,xNIb89HUcXw,True,Child Directed,"The video's thumbnail shows two young girls playing in a river. The title mentions a road trip, which can be a family activity.  The presence of children as the main subjects and the lighthearted nature of the activity strongly suggest that the content is child-directed."
279,279,xP991MbPZcg,True,Child Directed,"The title ""ENCANTO Song - ""We Don't Talk About Bruno"" (2022) Disney"" indicates a Disney movie, which often produces child-directed content.  The presence of a song from the movie further suggests a family-friendly, musical element appealing to children. "
280,280,XP9addIo0fU,True,Child Directed,"The video title mentions dinosaurs, which are a popular subject for children. The thumbnail shows colorful dinosaur toys, which are visually appealing to children.  The title also includes what seems to be Korean characters, which may indicate that the video is targeted towards a younger audience in that region. These elements strongly suggest that the video is child-directed."
281,281,xxiL9WpODDc,True,Child Directed,"The video title, ""DIWALI: Expectations Vs Reality | Pari's Lifestyle Diwali Video,"" suggests a light-hearted comparison of expectations and reality during Diwali, a theme that can appeal to children.  The thumbnail shows two young girls, indicating a child-focused content. The bright colors and playful nature of the thumbnail further support the child-directed classification."
282,282,Y0tg4L9DcHk,True,Child Directed,"The video title translates to ""Tale of the Bamboo Cutter"" and the thumbnail shows cartoonish animation with child-like characters.  These elements strongly suggest that the content is designed for children."
283,283,YHmzYZxlwKs,True,Child Directed,"The video title, ""एल्वेस और शू मेकर | Elves and Shoemaker in Hindi | Kahani | @HindiFairyTales,"" suggests a fairy tale, which is a common theme in children's stories.  The thumbnail shows cartoonish characters and a whimsical setting, further supporting the conclusion that the video is child-directed."
284,284,YO6bsec5Fhc,True,Child Directed,"The video thumbnail shows cartoonish characters in a playful setting. The title mentions ""Talking Tom"", a popular children's franchise known for its family-friendly content.  The gameplay appears non-violent and suitable for children. These elements strongly suggest the video is child-directed."
285,285,yP1gaOov2nk,True,Child Directed,"The video is based on the movie Up, which is a family-friendly animated movie.  The title mentions a ""Final Battle"", but the context of a cartoonish health bar suggests a lighthearted and non-violent approach.  The presence of health bars in a video game style presentation does not automatically exclude it from being child-directed, especially given the source material."
286,286,yT7WVCNahaA,True,Child Directed,"The video title and thumbnail clearly indicate that the content is focused on Doraemon toys, which are popular among children.  The toys themselves (piggy bank, train set, RC bus, etc.) are typically child-oriented. The description suggests a collection of toys suitable for young children, making it child-directed."
287,287,yY7yHidgjRI,True,Child Directed,"The video title and thumbnail clearly indicate that the content is designed for children. The title mentions a game featuring animals commonly found in children's media (cow, elephant, gorilla, dinosaur).  The thumbnail shows cartoonish animals and colorful balls, which are visually appealing to children. The overall style and subject matter strongly suggest that the video is child-directed."
288,288,z-BgoOYxVIM,True,Child Directed,"The thumbnail shows a cartoon seal, which is a child-appealing element.  The title mentions an episode number, suggesting a series designed for children. These elements strongly suggest that the video is child-directed."
289,289,ZrAjWKrkPXw,True,Child Directed,"The video is an animated movie clip with cartoonish characters and a light-hearted theme, suitable for family viewing.  The title ""Uglydolls"" and the presence of a gauntlet suggest a playful, non-violent competition. These elements align with the criteria for child-directed content."
290,290,ZrCMSCWR9G4,True,Child Directed,"The video title and thumbnail clearly indicate a child-directed video. The title mentions ""Jurassic World,"" a franchise popular with children, and the thumbnail shows a collection of colorful dinosaur toys, which are visually appealing to children.  The focus on toys and a popular children's franchise strongly suggests the content is intended for a young audience."
291,291,_ClGhzygxqU,True,Child Directed,"The video features cartoonish animals in a light-hearted setting.  The title ""Irresistible Seal"" and the visual of seals suggest a playful and whimsical theme suitable for children."
292,292,_DgJQl8JVVc,True,Child Directed,"The video thumbnail shows Barbie dolls in a playful setting. The title mentions a story about a little fairy, suggesting a child-friendly narrative.  These elements strongly suggest the content is designed for children."
293,293,_P9-HFqOqC4,True,Child Directed,"The title ""Dinosaur Trap Is Dangerous! Jurassic World Tyrannosaurus VS Dinosaur Hunter"" and the thumbnail suggest a playful, adventurous theme suitable for children.  The presence of dinosaurs, which are commonly appealing to children, further supports this classification. While there is mention of a ""trap"", the context suggests a light-hearted, non-violent scenario appropriate for a younger audience."
294,294,-RSvsJL-a3c,False,Not Child Directed,"The video thumbnail shows a romantic embrace between two adults, and the title includes the term ""Lyrical,"" suggesting a romantic song.  These elements are not suitable for children."
295,295,0u3g-vH6bXc,False,Not Child Directed,The thumbnail shows a middle-aged man in a suit speaking on a talk show. The title mentions political figures and uses language not suitable for children.  The content is clearly aimed at a mature audience interested in political commentary.
296,296,1CyZmPFwKb0,False,Not Child Directed,"Based on the provided thumbnail, the video features a character with exaggerated features and makeup that is not typically associated with content made for children.  The title ""SAMMYSBIRTHDAYSPECIAL"" does not provide enough information to determine if the content is child-directed.  Therefore, without further information, it is safer to label it as ""Not Child Directed""."
297,297,1XiXxszwud0,False,Not Child Directed,"The video is a college football game highlight. College football is not typically considered child-directed content. The thumbnail shows players in uniform, and the title mentions a college football game, indicating that the content is not intended for children."
