Video Id,Primary Label,Predicted Label,Languages,Response
MMF95eS4YI4,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is focused on professional baseball, specifically discussing the World Series, team finances, player contracts, and global viewership statistics. It contains complex information about sports business, international markets, and league dynamics that would not be easily understood or appealing to children. The language and topics are more suitable for adult sports fans and analysts."",
  ""language"": ""English""
}"
V8bO4f5hkp4,Not Child Directed,Not Child Directed,Bhojpuri/Hindi,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be a Bhojpuri or similar regional language song with adult themes and complex lyrics. It contains references to relationships, social dynamics, and cultural practices that would not be easily understood by children. The language and concepts used are more suited for an adult audience."",
  ""language"": ""Bhojpuri/Hindi""
}"
fCuHD3YBQKY,Not Child Directed,Not Child Directed,Hindi and Bhojpuri,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be a music video or performance featuring adult themes and complex cultural references. The lyrics discuss relationships, village life, and religious customs that would not be easily understood by children. The dialogue and singing style are not simplified for a young audience."",
  ""language"": ""Hindi and Bhojpuri""
}"
fXqyW9ZDh0A,Not Child Directed,Not Child Directed,"English, with some Spanish phrases","{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be a talent show performance mimicking Michael Jackson, with lyrics and themes that are not specifically aimed at children. The performance includes complex dance moves and song lyrics that are more suited for a general or adult audience rather than being designed for or appealing specifically to children."",
  ""language"": ""English, with some Spanish phrases""
}"
B5CilFi3uPM,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be a reaction video to a song, featuring complex commentary and analysis more suitable for older audiences. The speaker discusses topics like Spotify playlists and reaction videos, using vocabulary and concepts that are not simplified for children. While the song being reacted to may have Disney-like qualities, the overall content and presentation are not specifically designed or simplified for a child audience."",
  ""language"": ""English""
}"
knZ8b5YnQiY,Not Child Directed,Not Child Directed,Hindi and English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be a traditional or folk song with themes of love, devotion, and cultural references that are not specifically targeted at children. The lyrics contain complex concepts and vocabulary that may not be easily understood by young audiences. Additionally, there are no clear child-appealing elements like cartoonish visuals, simplified language, or educational content designed for kids."",
  ""language"": ""Hindi and English""
}"
5dfYi-CES-Q,Not Child Directed,Not Child Directed,English and Spanish,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content discusses complex medical conditions, personal struggles with appearance and social acceptance, and mature themes of overcoming adversity. The language and concepts used are too advanced for children, and the subject matter deals with serious health issues and societal reactions to physical differences. This content is more suitable for a teenage or adult audience."",
  ""language"": ""English and Spanish""
}"
7v6tVSwRY10,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This video is a cooking demonstration for adults, featuring complex cooking techniques, ingredient discussions, and suggestions for alcoholic cocktails. The content, vocabulary, and concepts are too advanced for children and not specifically designed to appeal to a young audience."",
  ""language"": ""English""
}"
j9-wMqqEyUU,Not Child Directed,Not Child Directed,Bengali and English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content contains mature themes inappropriate for children, including discussions of AIDS, religious differences, and complex romantic relationships. The song lyrics and dialogue use advanced vocabulary and concepts that are not targeted at or easily understood by young audiences."",
  ""language"": ""Bengali and English""
}"
fsKEcfROyOc,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""While the recipe for white sauce pasta might appeal to children, the content is not specifically designed for or targeted at children. The cooking instructions and presentation are more suited for a general audience, including adults. The language and concepts used are not simplified for children, and there are no child-specific elements like animated characters or playful themes."",
  ""language"": ""English""
}"
b1QYjEjstRQ,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is a professional motorsport race broadcast, featuring technical racing terminology, complex racing strategies, and discussions of vehicle collisions. The commentary and visuals are aimed at an adult audience interested in professional racing, not children."",
  ""language"": ""English""
}"
Gca-Gil8Fik,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is a professional wrestling match commentary, featuring complex narratives, adult performers, and physical combat. The language and themes are more suited for adolescent and adult audiences, not primarily children."",
  ""language"": ""English""
}"
jO2V7yGZa-E,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features a professional NASCAR truck race with complex commentary, racing strategy, and occasional strong language. The technical details, competitive nature, and adult themes make it unsuitable for young children."",
  ""language"": ""English""
}"
3NdXYZygETE,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be a music video or song with romantic and adult themes. The lyrics mention drinking and complex emotional concepts that are not typically aimed at children. The imagery described, such as a person in a hat playing guitar, also suggests this is geared towards a more mature audience."",
  ""language"": ""English""
}"
_BA9OiyjReQ,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This video is a cooking demonstration for an egg curry recipe. While the dish itself has vibrant blue colors, the content is not simplified for children and uses complex cooking terminology and techniques. The presenter speaks in an adult manner, and the recipe is not specifically designed for a young audience."",
  ""language"": ""English""
}"
zWPsjhBaRb0,Not Child Directed,Not Child Directed,Hindi and English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be a romantic Bollywood song with adult themes of love, longing, and relationships. The lyrics and emotional intensity are not appropriate for young children. The visuals show adult couples in romantic situations across various scenic locations, which is typical of Bollywood film songs aimed at a general or adult audience rather than children specifically."",
  ""language"": ""Hindi and English""
}"
aEc_DGgC2Vg,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be from a mature, dramatic film about Dracula. It contains dark themes, historical violence, and complex dialogue unsuitable for children. The narrative involves war, death, and suicide, which are too intense for a young audience."",
  ""language"": ""English""
}"
qZId59qml_4,Not Child Directed,Not Child Directed,Bhojpuri and Hindi,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be a Bhojpuri music video featuring adult performers in revealing outfits, romantic themes, and party scenes. The lyrics and visuals are not specifically designed for children and contain themes more suitable for adult audiences."",
  ""language"": ""Bhojpuri and Hindi""
}"
OXm4-3Er8po,Not Child Directed,Not Child Directed,Hindi,"{
    ""label"": ""Not Child Directed"",
    ""justification"": ""While the video features colorful visuals and musical elements, the content appears to be a devotional song with complex lyrics and themes related to Hindu deities like Radha and Krishna. The vocabulary and concepts used are likely too advanced for young children to fully understand or appreciate. The repetitive chanting of 'Radhe' and references to philosophical concepts about love and life suggest this content is aimed at a more mature audience of devotees rather than children."",
    ""language"": ""Hindi""
}"
Cptlr__Fwx4,Not Child Directed,Not Child Directed,Bengali and English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be a music video or concert performance aimed at an adult or teenage audience. It features complex themes of love, longing, and city life, with moody visuals and rock music elements. The imagery includes nighttime cityscapes, concert performances, and musicians playing instruments, which are not typically designed to appeal primarily to children. The lyrics and overall tone seem more suitable for an older audience."",
  ""language"": ""Bengali and English""
}"
637rWPgtUzc,Not Child Directed,Not Child Directed,Mixed (English and possibly Bengali or a similar language),"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be a romantic song with themes of love and relationships, including references to marriage and physical affection. The lyrics use complex language and romantic concepts that are not typically aimed at or easily understood by children. The repetitive nature of some phrases and the romantic theme suggest this is more likely intended for a teenage or adult audience."",
  ""language"": ""Mixed (English and possibly Bengali or a similar language)""
}"
LkUqqoKB4rM,Not Child Directed,Not Child Directed,Bengali and English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be a dramatic or romantic film/series for adults, featuring complex themes, mature dialogue, and poetic/metaphorical language that would not be easily understood by children. The imagery and scenes shown are dark, moody, and focused on adult characters and relationships, which is not typical of child-directed content."",
  ""language"": ""Bengali and English""
}"
5NWNQfX7vdM,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features complex political discussion and debates about economic policies, parliamentary issues, and social topics that are not designed for or appealing to children. The language and themes are too advanced for a young audience."",
  ""language"": ""English""
}"
6e6Hp6R5SVU,Not Child Directed,Not Child Directed,Hindi (or related Indian language),"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be related to a Hindu religious ceremony or ritual, featuring chants and prayers in what sounds like Hindi or a related language. While it contains some rhythmic elements, the overall theme and complexity of the religious content is not specifically designed for or appealing to children. The repetitive chanting and religious context suggest it's intended for adult worship or spiritual practices."",
  ""language"": ""Hindi (or related Indian language)""
}"
Ypja8Gb5eE0,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be a video game or interactive experience with mature themes, complex dialogue, and situations inappropriate for children. It involves workplace scenarios, stealing, sneaking around, and interactions that would not be suitable or comprehensible for a young audience. The gameplay and narrative are too advanced for child-directed content."",
  ""language"": ""English""
}"
EZGFMOQkbPQ,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is a professional baseball game commentary from the World Series, featuring complex sports analysis, player statistics, and gameplay descriptions. It uses advanced vocabulary and focuses on adult-level sports content, which is not specifically designed or appealing for children."",
  ""language"": ""English""
}"
iAtPf-tHA4A,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content discusses venomous snakes and their deadly effects on humans in detail, including descriptions of bites, venom, and fatalities. This mature and potentially frightening subject matter is not appropriate for children. The language and concepts used are complex and aimed at an adult audience interested in wildlife education."",
  ""language"": ""English""
}"
JXnbpAY3igM,Not Child Directed,Not Child Directed,Hindi and English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be a Bollywood-style music video or film scene featuring adult romantic themes, complex dialogue, and lyrics that are not specifically aimed at children. The visuals and themes are more suitable for a general or adult audience rather than being designed for or especially appealing to children."",
  ""language"": ""Hindi and English""
}"
vwTDiLH6mqg,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content discusses complex topics related to smartphone and car interface design, including technical details about antennas, data privacy, and automotive controls. The language and concepts are too advanced for children, and the subject matter is not presented in a child-friendly manner."",
  ""language"": ""English""
}"
qTk-69f64KU,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features complex dialogue and advanced vocabulary inappropriate for children. It discusses mature topics such as climate change, economic crises, job markets, and individual vs. collective responsibility. The conversational style and depth of discussion are aimed at an adult audience."",
  ""language"": ""English""
}"
j27NARlQEps,Not Child Directed,Not Child Directed,None spoken,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""While the video shows a colorful cooking process, it appears to be a standard recipe demonstration rather than one specifically designed for children. The complexity of the cooking steps and ingredients (like besan flour and rava) suggest an adult audience. There are no child-appealing elements like cartoons or simplified language that would indicate this content is child-directed."",
  ""language"": ""None spoken""
}"
cyJqxchL4V8,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features in-depth analysis of professional basketball records and statistics, including interviews with players and discussions of complex gameplay concepts. The language and subject matter are geared towards adult sports fans rather than children. There are no child-appealing elements like cartoon characters, simple gameplay, or educational content for kids."",
  ""language"": ""English""
}"
9c1NIrAqXe4,Not Child Directed,Not Child Directed,Bengali and English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This appears to be a musical performance from Coke Studio Bangla, featuring adult musicians performing complex songs with poetic lyrics. The content and themes are more suitable for a general or adult audience rather than being specifically designed for children."",
  ""language"": ""Bengali and English""
}"
8yVTJlvN-SU,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content features mature themes related to gang culture, violence, drugs, and criminal activities. It contains strong language, references to weapons, and adult situations that are not appropriate for children. The music and lyrics are clearly intended for an adult audience."",
  ""language"": ""English""
}"
oYZ--rdHL6I,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This video is a detailed cooking demonstration for making paneer butter masala. It uses complex cooking terminology, ingredients, and techniques that are not simplified for children. The content is aimed at adults or experienced cooks, with no child-appealing elements or simplifications present."",
  ""language"": ""English""
}"
J2JQQm1h6xQ,Not Child Directed,Not Child Directed,Bengali and English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be a song with complex lyrics about dreams, emotions, and relationships. The repetitive nature and themes of not understanding and being alone suggest it's aimed at an older audience. The lyrics lack child-friendly elements and contain concepts that may be too abstract for young children."",
  ""language"": ""Bengali and English""
}"
YeC8wT3kpm0,Not Child Directed,Not Child Directed,English,"{
    ""label"": ""Not Child Directed"",
    ""justification"": ""The content appears to be a romantic song or poem with complex themes of love, dreams, and emotional introspection. The lyrics and concepts are too mature and abstract for young children to fully grasp or appreciate. Additionally, there are no child-appealing elements mentioned or visible in the imagery provided."",
    ""language"": ""English""
}"
u6bk53x2Kno,Not Child Directed,Not Child Directed,Hindi and English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""While the video contains colorful visuals, dancing, and upbeat music, it appears to be a Bollywood-style musical sequence aimed at a general audience rather than specifically children. The complex choreography, adult performers, and romantic themes suggested by the lyrics are more typical of mainstream entertainment than child-directed content."",
  ""language"": ""Hindi and English""
}"
4zGuf42lW_o,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features a courtroom drama with mature themes such as disputes over rent, arguments between adults, allegations of violence, and complex interpersonal conflicts. The language and subject matter are not simplified for children and involve concepts that would be difficult for young viewers to understand."",
  ""language"": ""English""
}"
_51KXfwcPMs,Not Child Directed,Not Child Directed,Hindi (with English translation),"{
    ""label"": ""Not Child Directed"",
    ""justification"": ""This content appears to be lyrics from a romantic Bollywood song. It contains complex themes of love, separation, and devotion that are more suitable for adult audiences. The vocabulary and emotional depth are beyond what would typically be aimed at children."",
    ""language"": ""Hindi (with English translation)""
}"
AeOZB95DOhA,Not Child Directed,Not Child Directed,Hindi and English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be a romantic song with complex lyrics about love and relationships. It includes themes and vocabulary that are more appropriate for older audiences, such as references to separation, giving one's heart, and staying together. The imagery and metaphors used are too sophisticated for young children to understand."",
  ""language"": ""Hindi and English""
}"
Ggld4OsyLnc,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features adults discussing and consuming an alcoholic beverage made with macaroni and cheese. It contains mature themes, adult humor, and references to alcohol consumption, which are not appropriate for children. The language and topics discussed are geared towards an adult audience."",
  ""language"": ""English""
}"
BOVVwusoUjc,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content features a detailed discussion about professional basketball, including player performance, team strategies, and league standings. The language and subject matter are geared towards adult sports fans, with complex analysis and some mild profanity. It lacks child-appealing elements and is not designed for or targeted at children."",
  ""language"": ""English""
}"
kzTWRX9Dhrg,Not Child Directed,Not Child Directed,Hindi and English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be a romantic song or movie clip with themes of love, loss, and complex emotions. The lyrics and dialogue contain mature concepts and vocabulary that are not typically aimed at children. While there are some playful elements like 'Lulululu', the overall tone and subject matter are more appropriate for teens or adults."",
  ""language"": ""Hindi and English""
}"
8UVNT4wvIGY,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be a music video with complex themes of adult relationships, breakups, and emotional pain. The lyrics contain sophisticated vocabulary and concepts that are not typically aimed at or easily understood by children. The visuals, while artistic, feature adult performers and abstract imagery that may not appeal to young audiences."",
  ""language"": ""English""
}"
RW49Na1mxcM,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is a news segment discussing a scientific study on genetic links between brain structure and neuropsychiatric conditions. It contains complex medical terminology, concepts, and discussions about mental health disorders that are not simplified for children. The language and topic are more suitable for an adult audience interested in health and science news."",
  ""language"": ""English""
}"
s8jFQdO_-wo,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content is a detailed financial analysis of Bill Gates' stock portfolio and the Bill & Melinda Gates Foundation's investment strategy. It contains complex financial concepts, stock market terminology, and corporate analysis that are not designed for or appealing to children. The language and subject matter are clearly intended for an adult audience interested in investing and philanthropy."",
  ""language"": ""English""
}"
hF3xfBIINVQ,Not Child Directed,Not Child Directed,Hindi and English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""While the content features a dance performance that may appeal to children, it contains elements more suited for a general or adult audience. The presence of judges, complex dialogue, and romantic themes (e.g., 'If you show your eyes, you'll get a lot of attention') suggest this is likely a reality TV dance competition show aimed at a broader audience rather than specifically children."",
  ""language"": ""Hindi and English""
}"
fPyHXiHbLg4,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This video is a cooking demonstration for Paneer Chilli, which is not specifically designed for children. It uses complex cooking terminology, techniques, and ingredients that are more suited for an adult or general audience interested in cooking. The presenter speaks in a manner directed at a general audience, not specifically children."",
  ""language"": ""English""
}"
U10nBuERNIA,Not Child Directed,Not Child Directed,English,"{
    ""label"": ""Not Child Directed"",
    ""justification"": ""The content appears to be a song with complex, poetic lyrics about love, life, and personal struggles. The themes and vocabulary are too advanced for children, and the musical style seems to be aimed at an adult audience. There are no child-appealing elements mentioned, such as simple melodies, nursery rhymes, or child-friendly themes."",
    ""language"": ""English""
}"
0u3g-vH6bXc,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content features adult-oriented political commentary, mature humor, and discussions of complex topics unsuitable for children. It includes references to political figures, dark themes, and adult situations that would not be appropriate or appealing to a young audience."",
  ""language"": ""English""
}"
1XiXxszwud0,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be a live broadcast of a college football game between Cincinnati and Colorado. It contains detailed play-by-play commentary and game analysis intended for a general sports audience, not specifically for children. The language and concepts used are more suited for teens and adults who understand football."",
  ""language"": ""English""
}"
4DkNCgUXbig,Not Child Directed,Not Child Directed,Hindi,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be a devotional song or bhajan dedicated to Hindu deities Shiva and Parvati. It contains complex religious themes, advanced vocabulary, and mature concepts of devotion and spirituality that are not typically aimed at or easily understood by children. The song's lyrics and themes are more appropriate for adult audiences or those familiar with Hindu mythology and religious practices."",
  ""language"": ""Hindi""
}"
VFCcsAjV_R4,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content contains complex political commentary, discussions of news media, and references to mature topics like fascism, elections, and 9/11. The language and subject matter are not simplified for children and deal with adult themes unsuitable for young audiences."",
  ""language"": ""English""
}"
ymxaEvSRbho,Not Child Directed,Not Child Directed,Hindi and English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""While the content features religious themes and music, it contains complex lyrics and spiritual concepts that are not specifically tailored for children. The imagery and themes are more suited for a general or adult audience interested in Hindu spirituality and devotional music."",
  ""language"": ""Hindi and English""
}"
VAt6TO2gdko,Not Child Directed,Not Child Directed,Hindi and English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""The content appears to be a romantic song or music video with mature themes of love, intimacy, and sensuality. The lyrics contain complex emotional concepts and poetic language that would not be easily understood by children. The visuals, while somewhat fantastical with blue-tinted characters, depict adult romantic situations and urban settings not specifically aimed at a child audience."",
  ""language"": ""Hindi and English""
}"
ChX_Z9nxayY,Not Child Directed,Not Child Directed,Bengali and English,"{
    ""label"": ""Not Child Directed"",
    ""justification"": ""This appears to be a romantic song or ballad with complex lyrics and themes of love, which are not typically aimed at children. The content includes poetic language and emotional concepts that would be more suitable for adolescents or adults."",
    ""language"": ""Bengali and English""
}"
FbDXauypOZ0,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This appears to be a musical performance of a romantic or friendship-themed song. The lyrics contain themes of companionship and love, which are more suited for a general or adult audience rather than being specifically directed at children. The complex emotional themes and the musical style do not align with typical child-directed content."",
  ""language"": ""English""
}"
O8n32kzrYrI,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content is clearly aimed at an adult audience, featuring complex satire about healthcare, wealth disparities, and the COVID-19 pandemic. It includes adult themes, sophisticated humor, and references that would not be understood or appropriate for children."",
  ""language"": ""English""
}"
AETFvQonfV8,Not Child Directed,Not Child Directed,Hindi,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content appears to be a religious hymn or prayer, likely the Hanuman Chalisa. While it doesn't contain mature themes, the complex language, spiritual concepts, and traditional cultural elements make it more suitable for adult audiences rather than being specifically directed at children."",
  ""language"": ""Hindi""
}"
iN5HdFuBgQM,Not Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""This content discusses the career and reunion of an 80s pop rock band, Tears for Fears. It contains complex themes about adult relationships, personal struggles, and music industry experiences that are not targeted at or easily understood by children. The language and topics discussed, such as alcoholism and interpersonal conflicts, are more appropriate for adult audiences."",
  ""language"": ""English""
}"
lvJ25GWVusg,Child Directed,Child Directed,English,"{
  ""label"": ""Child Directed"",
  ""justification"": ""This content appears to be child-directed due to several factors: it features colorful, animated dolls and toys in a playful setting; the narrative involves fantasy elements like a talking horse and a magical moving house; the dialogue and storyline are simple and whimsical, suitable for children; and it includes playful, rhythmic elements like 'tick, tick, tick' sounds. The overall tone is light-hearted and non-violent, focusing on themes of friendship and imagination that would appeal to young viewers."",
  ""language"": ""English""
}"
ao_c2Ij0xbQ,Child Directed,Child Directed,English,"{
  ""label"": ""Child Directed"",
  ""justification"": ""The content appears to be a child-friendly video game with colorful, cartoonish graphics and simplified gameplay. It features animated characters, non-violent themes, and playful exclamations like 'Woohoo!' and 'Oh, man!'. The repetitive dialogue and simple phrases are typical of games designed for younger audiences."",
  ""language"": ""English""
}"
j3210qVOfXU,Child Directed,Child Directed,English,"{
  ""label"": ""Child Directed"",
  ""justification"": ""This content appears to be from the animated movie Shrek, which features colorful characters, fantasy elements, and light-hearted humor suitable for family viewing. While it has some mild peril and conflict, it's presented in a child-friendly manner with cartoonish visuals and whimsical themes typical of child-directed content."",
  ""language"": ""English""
}"
xNIb89HUcXw,Child Directed,Child Directed,Hindi and English,"{
  ""label"": ""Child Directed"",
  ""justification"": ""The content appears to be a family outing video featuring children playing and swimming in water. It includes playful interactions, simple dialogue, and expressions of excitement typical of child-oriented content. The activities shown (swimming, playing in water) and the casual, fun tone are appealing to children."",
  ""language"": ""Hindi and English""
}"
aVmy-wtNLe4,Child Directed,Child Directed,English,"{
  ""label"": ""Child Directed"",
  ""justification"": ""The content appears to be from an animated series called 'The Cuphead Show', which features cartoonish characters and a whimsical, playful theme. The dialogue and situations described are presented in a light-hearted, mischievous manner without mature themes or strong language, making it appealing and appropriate for children. The characters and setting (Elder Kettle, Cuphead) are consistent with the child-friendly video game 'Cuphead', known for its family-friendly content and cartoonish art style."",
  ""language"": ""English""
}"
6TZFle5RJrg,Child Directed,Child Directed,Hindi and English,"{
  ""label"": ""Child Directed"",
  ""justification"": ""This video is clearly designed for children, featuring a family-friendly quiz game with a young girl (Pari) as the central participant. The content includes playful interactions, simple questions, and child-appealing elements like discussing favorite ice cream flavors and cartoon watching habits. The language and concepts are simplified for a young audience."",
  ""language"": ""Hindi and English""
}"
MECLzDX8As0,Child Directed,Child Directed,Hindi,"{
  ""label"": ""Child Directed"",
  ""justification"": ""This video is clearly designed for children, featuring a mother and daughter participating in a playful juice tasting challenge. The content is light-hearted, with simple rules and child-friendly beverages. The presentation style, including excited reactions and point scoring, is appealing to young viewers. The language used is also simplified and appropriate for children."",
  ""language"": ""Hindi""
}"
L8-jTBPJPrs,Child Directed,Child Directed,Hindi (with some English words mixed in),"{
  ""label"": ""Child Directed"",
  ""justification"": ""This video is clearly child-directed as it features a classroom setting with children acting out common school scenarios. The content includes playful and mischievous themes typical in children's content, such as a child becoming a class monitor and misusing their authority. The dialogue and situations are simplified and appropriate for young viewers, without any mature themes or complex language."",
  ""language"": ""Hindi (with some English words mixed in)""
}"
5OC7Jg2gII8,Child Directed,Child Directed,English,"{
    ""label"": ""Child Directed"",
    ""justification"": ""The content features animated, cartoonish seals in various playful scenarios. The visuals are colorful and appealing to children, with whimsical and light-hearted portrayals of the seals' activities. The simplistic dialogue and sound effects ('Oh', 'Huh?') are child-friendly. The overall presentation, including the animated characters and non-violent scenarios, is designed to be appealing and appropriate for young viewers."",
    ""language"": ""English""
}"
nscQYCknQGk,Child Directed,Child Directed,English,"{
  ""label"": ""Child Directed"",
  ""justification"": ""The content appears to be from a child-friendly video game or animated series. It features colorful, cartoonish visuals with anthropomorphic characters running on tracks. The gameplay seems simple and non-violent, with characters collecting items and avoiding obstacles. The audio includes playful exclamations like 'Woohoo!' and 'Yeah!', which are appealing to young viewers. The repetitive dialogue and simple themes are typical of content designed for children."",
  ""language"": ""English""
}"
YO6bsec5Fhc,Child Directed,Child Directed,English,"{
  ""label"": ""Child Directed"",
  ""justification"": ""The content appears to be a child-friendly video game with colorful, cartoonish graphics and non-violent gameplay. The images show various environments like tropical islands, snowy landscapes, and futuristic cities, all rendered in a vibrant, animated style. The main character seems to be a cute, blue cartoon figure running through these environments, which is highly appealing to children. The gameplay looks simple and adventure-based, without any mature themes or violence visible."",
  ""language"": ""English""
}"
MDn3HjRHxs4,Child Directed,Child Directed,Hindi and English,"{
  ""label"": ""Child Directed"",
  ""justification"": ""This content appears to be child-directed based on several factors: It features a young girl (Pari) taking on daily tasks and interacting with a younger child (Adi) in a playful, family-friendly manner. The activities shown (brushing teeth, doing laundry, feeding a child) are simplified for a young audience. The tone is light-hearted and educational, teaching about daily chores. The presence of a 'challenge' format and promised reward (gift) appeals to children. The content lacks any mature themes or complex language, making it suitable for young viewers."",
  ""language"": ""Hindi and English""
}"
A5fij5tfxjA,Child Directed,Not Child Directed,English,"{
  ""label"": ""Not Child Directed"",
  ""justification"": ""While the content features animated characters and fantastical elements that might appeal to children, it contains themes and dialogue that are too complex or intense for a young audience. The mentions of 'wrath', characters being 'portal-chomped', and the overall tone of conflict and peril suggest this is aimed at an older audience, likely teens or adults who enjoy animated action series."",
  ""language"": ""English""
}"
-_BdSce0gAk,Child Directed,Child Directed,Hindi,"{
  ""label"": ""Child Directed"",
  ""justification"": ""This content appears to be child-directed as it features a playful challenge game between a mother and daughter guessing different drinks. The format is simple and engaging for children, with colorful visuals of drink cans and animated reactions. The language and concepts used are suitable for a young audience, and the overall tone is light-hearted and fun."",
  ""language"": ""Hindi""
}"
-1-scffDeKM,Child Directed,Child Directed,English,"{
  ""label"": ""Child Directed"",
  ""justification"": ""This animated story features colorful, cartoonish visuals and a simple fairytale-like narrative about two sisters and a magical cooking pot. The content includes whimsical elements like magic and an enchanted vessel, which are appealing to children. The story is presented in a light-hearted manner without any complex themes or adult content, making it suitable for a young audience."",
  ""language"": ""English""
}"
ugw0Crfqfls,Child Directed,Child Directed,Hindi,"{
  ""label"": ""Child Directed"",
  ""justification"": ""This content is clearly designed for children, featuring a collection of Doraemon toys. It includes colorful, cartoonish elements, simple demonstrations of toy functions, and uses child-friendly language. The presenter speaks in an enthusiastic tone aimed at engaging young viewers, describing toys like spinning tops, scooters, and flying balls that would appeal to children. The content lacks any mature themes or complex concepts, focusing solely on showcasing and playing with animated character toys."",
  ""language"": ""Hindi""
}"
