ID,Label,Language,Justification
xOgzu494ykg,FALSE,['English'],This video is not considered child-directed. It is about a professor and a federal corrections officer who were arrested for trying to meet up with a person they believed to be a 15-year-old girl. The video includes explicit discussion of sexual activity and is therefore not appropriate for children.
XvM49ayRHa8,FALSE,['English'],"The video is a gameplay walkthrough for a first-person shooter video game, which includes violence and combat elements, making it inappropriate for children."
xzm1IjzPwsw,FALSE,['English'],"The video is a news report of a recent earthquake, which included visuals of damage to buildings and people in distress. There is no child-appropriate content in this video, thus it is considered not child-directed."
yOLsKHJSXyQ,FALSE,['English'],"This video is not child-directed as it contains scenes of violence and adult themes, such as gun violence and espionage."
ZBW7WR8VEwA,FALSE,['English'],"This video discusses a legal topic and contains content that is not considered appropriate for children, particularly those under 13. Therefore, the video does not qualify as child-directed."
Zpkg3nh5tj8,FALSE,['English'],The video talks about the conflict in Gaza and accusations against Al Jazeera journalists. This topic is not suitable for a young audience.
zUbbZBvJYj4,FALSE,['English'],"This video discusses a film review of the Harry Potter series prequels, which is not child-directed content. The discussion involves complex themes and mature visuals that are not suitable for children."
ZvZTbuxjloc,FALSE,['English'],"The video is primarily about gaming and does not meet the criteria for child-directed content. It involves discussions of adult concepts like money, car crashes, and the video game BeamNG.Drive. Even though the speaker uses a light tone, the content is not designed for a child audience."
zYNWqTytzE4,FALSE,['English'],"This video is about political commentary. Although it mentions the children of a politician, it is not child-directed content. This is because the content and discussion is focused on politics and not children. It is a political commentary video that is not intended for children."
_dqLdMDe_DU,FALSE,['English'],The video is a news report about military strikes in Iran and is not appropriate for children due to the mature and violent nature of the subject matter.
-1-scffDeKM,TRUE,"['Bengali', 'English']","This video is a cartoon animation with a simple story about two sisters and a magic pot that makes porridge. It is child-directed because it features animated characters, a light-hearted theme, and a simple adventure."
-5q1ZzKdahw,TRUE,['English'],This video features dinosaurs and is clearly designed for children. It uses simple language and features playful interactions between the dinosaurs.
-Wn7ZeC6Ibo,TRUE,"['Korean', 'English']","The video features cartoon dinosaurs and a child's voice, making it child-directed."
-_BdSce0gAk,TRUE,['Hindi'],"This video features a young girl and her parents playing a game. The content is lighthearted and playful, making it suitable for children."
1gg0oItw1jw&ab,TRUE,['Hindi'],"This video features children and is designed for a young audience. It includes playful themes and animated characters, making it suitable for children."
1HVcrC1s0t0&ab,TRUE,['Hindi'],"This video features children as the main characters and includes playful activities and simple science experiments, making it suitable for a child audience."
1xv_FeBGzfk,TRUE,['English'],"The video is child-directed because it features animated characters, playful themes, and a light-hearted tone. It is designed to entertain children with its colorful visuals and simple storyline."
35OVcioB5Bk,TRUE,['Bengali'],"This is a story about a girl who is kind and hardworking and her step-sister who is rude and lazy. The story is told in a simple and engaging way, making it suitable for children."
4goirOE9Keo,TRUE,"['Bengali', 'English']","This video is child-directed because it features animated characters, a simple adventure, and light-hearted themes. The story is told in a way that is easy for children to understand and enjoy."
4JdMyH00gj4,TRUE,['Hindi'],This is a children's story with animated characters and a simple plot. It is clearly designed for a young audience.
4lk9JT-Q0Wg,TRUE,['English'],"The video features animated characters, playful animals, and a light-hearted portrayal of themes like mischief and conflict, making it suitable for children."
5dFbn4uWZ8c,TRUE,['English'],"The video features animated characters, playful animals, family-friendly heroes, and simple adventures. It is clearly designed for children."
5OC7Jg2gII8,TRUE,['English'],"The video features animated seals and a playful tone, making it suitable for children."
5t4JLSJaXmo,TRUE,['English'],"The video features animated seals and penguins in a light-hearted setting, making it clearly child-directed."
5TqBcDiVFpU,TRUE,['Bengali'],This video features dolls and is about a birthday celebration. The dolls are dressed in colorful clothes and the video is light-hearted and playful. It is clearly designed for children.
5zdtiS7gp4k,TRUE,['Bengali'],This video is a cartoon with animated characters and a simple story. It is clearly designed for children.
68JOgtt15Zs,TRUE,['Hindi'],This video is a cartoon animation with a simple story about a lion and a mouse. It is child-directed because it is animated and has a light-hearted theme.
6TZFle5RJrg,TRUE,['Hindi'],"This video is child-directed because it features a young girl, Pari, playing a game with her parents. The game involves simple questions about Pari's preferences and experiences, making it appropriate for a young audience. The video also has a light-hearted and playful tone, further indicating its child-directed nature."
6XnLQjIlzuo,TRUE,['English'],The video features animated seals and a light-hearted theme of playing with snowballs. It is clearly designed for children.
8SWQ1em1-Ak,TRUE,['Bengali'],This video is a cartoon animation with a fairy tale story. It is child-directed because it is a simple story with animated characters and a light-hearted theme.
8z8lM5TojSU,TRUE,['Hindi'],This video is a cartoon with animated characters and a simple story. It is clearly designed for children.
9j3T9LJhIFg,TRUE,['English'],This video features animated seals and is light-hearted in nature. It is clearly designed for children.
9Z0jXwaY7p0,TRUE,['English'],"The video features animated cartoon seals and is designed for children. It is light-hearted and playful, with no mature visuals, strong language, or adult humor."
9_smiKkjytI,TRUE,['English'],"This video features animated seals and a playful, light-hearted tone, making it suitable for children."
A5fij5tfxjA,FALSE,['English'],This video is not child-directed because it contains violence and mature themes. The characters are fighting and there is a lot of destruction. The video also has a dark and serious tone.
aeRcFxA8oa4,TRUE,"['Korean', 'English']","The video features dinosaurs and uses simple language, making it child-directed."
ANhte0uCUTw,TRUE,['English'],The video features toy dinosaurs and is clearly designed for children. It includes playful elements like the dinosaurs eating each other and making silly noises.
ao_c2Ij0xbQ,TRUE,['English'],"The video features animated characters, playful animals, and a simple adventure, making it child-directed."
aVmy-wtNLe4,TRUE,['English'],"The video features animated characters, playful themes, and a light-hearted tone, making it suitable for children."
b4bmc2MhCrk,TRUE,['English'],"The video features a cartoon-like game with bright colors and simple gameplay, making it suitable for children."
bHMt67keONQ,TRUE,['English'],"The video features animated characters, playful animals, and family-friendly themes, making it suitable for children."
bXrUMk1YenM,TRUE,['Hindi'],"This video features two young girls who are trying to solve a problem. The video is child-directed because it features animated characters, playful themes, and simple adventures."
bzFAUySpJiA,TRUE,['English'],"The video features animated characters, playful themes, and a light-hearted tone, making it suitable for children."
bZZXjyhtT20,TRUE,['Hindi'],"This video features children playing a game where they decide the actions of a young girl. The content is light-hearted and playful, making it suitable for a child audience."
C2kF6kEKvqQ,TRUE,['Hindi'],"This video features a young girl and her mother playing a game. The content is lighthearted and playful, making it suitable for children."
C8Bd2wL_bvc,TRUE,['Bengali'],This video features dolls dressed in traditional Indian wedding attire and is narrated in Bengali. The video is child-directed as it is a light-hearted portrayal of a wedding ceremony with simple visuals and no mature themes.
cb_R1JpUZIs,TRUE,"['English', 'Korean']","This video features animated characters, playful animals, and simple adventures, making it clearly child-directed."
cKTJKugA_Rc,TRUE,['Hindi'],This is a cartoon video with animated characters and a simple story about a mouse princess. It is clearly designed for children.
csFFU6CTnx8,TRUE,['English'],"The video features animated characters, playful animals, and family-friendly themes, making it suitable for children."
Cu5S9IRdnVg,TRUE,"['Bengali', 'English']","This video is child-directed because it features animated characters, playful animals, family-friendly heroes, and simple adventures. The themes are light-hearted and appropriate for young viewers."
czRwowaOw3A,TRUE,['English'],"The video features animated characters, playful animals, and a light-hearted portrayal of themes like mischief and conflict, making it suitable for children."
d5iBAbQdpCE,TRUE,['English'],The video features animated seals and is designed for children. It is light-hearted and uses simple language.
dM__TIx1p48,TRUE,['English'],"The video features a cartoon character, Talking Tom, in a game that is clearly designed for children. The game involves collecting coins and avoiding obstacles, which are common elements in children's games."
e0ooJAl_xbo,TRUE,['English'],"The video features animated characters, playful animals, and a simple adventure, making it child-directed."
E3N02l0_lAE,TRUE,['Hindi'],"This video features two young girls playing a game, which is a common element in child-directed content. The video is light-hearted and playful, making it suitable for a young audience."
E5252-GTBEQ,TRUE,['English'],"This video features animated characters, playful themes, and family-friendly humor, making it clearly child-directed."
e8Ch_NyO6Q4,TRUE,['Hindi'],"This video features a young girl and her parents playing with toys and candy. The video is lighthearted and entertaining, making it suitable for children."
ePdCFPcwVos,TRUE,['English'],"This video features animated characters and a light-hearted portrayal of a wrestling match, making it suitable for children."
FnsVTjNluhk,TRUE,['Hindi'],"This video is child-directed because it features toys and stationery with a popular children's character, Spiderman. The video is also light-hearted and playful, with the presenter demonstrating the toys in a way that would be engaging for young viewers."
fujbLEXfXk8,TRUE,['English'],"This video features animated seals and a polar bear in a light-hearted, playful manner, making it suitable for children."
gA_zNJQ5p9k,TRUE,['English'],"The video features animated seals and playful themes, making it suitable for children."
gEsw6BuihBM,TRUE,['English'],The video features toy dinosaurs and is clearly designed for children. It includes child-appealing elements like playful animals and simple adventures.
GmqIJHbBDSs,TRUE,['English'],"The video features animated characters, Tom and Jerry, engaging in a playful chase through a city setting. The content is light-hearted and does not contain any mature themes or visuals, making it suitable for children."
Gu8Rf6YsgEY,TRUE,['Hindi'],"The video features a young girl in a white dress, demonstrating dance moves. The content is child-appealing and designed for children, making it child-directed."
g_jxc7KwgLk,TRUE,['English'],"The video features animated characters, a light-hearted portrayal of a father-son relationship, and simple adventures, making it child-directed."
iJ6aseAcGvQ,TRUE,"['Bengali', 'English']",This video is a cartoon with animated characters and a simple story. It is clearly designed for children.
iOTt7bRBuIg,TRUE,['Hindi'],"This video features children playing games and having fun, making it child-directed."
iWF8-ANk_xc,TRUE,['English'],"The video features animated characters, playful animals, and family-friendly themes, making it suitable for children."
j3210qVOfXU,TRUE,['English'],"The video features animated characters, playful animals, and a simple adventure, making it child-appealing."
j3zDubIcAP8,TRUE,['Hindi'],"This video features a young girl playing doctor and treating her patients. The content is lighthearted and playful, making it suitable for children."
JhkDqkyw6Ts&ab,TRUE,['Hindi'],"This video features a young girl and her parents interacting in a playful and lighthearted manner. The themes and visuals are appropriate for children, making it child-directed."
jRTatZE1f8o,TRUE,['Hindi'],"This video is child-directed because it features toy cars and is presented in a playful and engaging manner, with the speaker using child-friendly language and encouraging viewers to participate."
jXRBW5Vha7o,TRUE,"['Korean', 'English']","The video features toy dinosaurs and a child's voice, making it child-directed."
jxV0wV8lknk,TRUE,['English'],"The video features animated characters, playful animals, and family-friendly themes, making it suitable for children."
KDkB_p_HY7w,TRUE,['Hindi'],"This video features a young girl and her baby brother. The content is lighthearted and playful, with the girl engaging in activities like online classes, playing with toys, and having meals. The video is clearly designed for children and includes child-appealing elements, making it child-directed."
Ke8QzGkTXDA,TRUE,['Hindi'],"This video features a young girl and a man making pizza together. The video is lighthearted and playful, with the girl and man engaging in a fun game of rock paper scissors to decide what toppings go on their pizzas. The video is clearly designed for children, with its simple storyline and child-friendly humor."
KYNKKOF6FYY,TRUE,['English'],The video features toy dinosaurs and is clearly aimed at children. It uses simple language and features child-appealing elements like playful sounds and light-hearted interactions between the toys.
L8-jTBPJPrs,TRUE,['Hindi'],"This video features children in a school setting, engaging in playful interactions and light-hearted scenarios. The content is designed to be entertaining and relatable for young viewers."
Lg4KFP4RxSU,TRUE,['Bengali'],"This video features a mother and her two daughters shopping for clothes at a doll shop. The video is child-directed because it features animated characters, playful themes, and simple adventures. The video is also in Bengali, which is a language commonly spoken by children."
LL8hG1KRM6U,TRUE,['Bengali'],This is a cartoon video with animated characters and a simple story about a mango tree and a fig tree. It is clearly designed for children.
lt-Y572236U,TRUE,"['Korean', 'English']","The video features toy dinosaurs and a child's voice, making it child-directed."
lvJ25GWVusg,TRUE,['Bengali'],This video features animated dolls and a light-hearted story about a family going for a ride in a horse-drawn cart. The video is clearly designed for children and includes child-appealing elements like playful animals and simple adventures.
MDn3HjRHxs4,TRUE,['Hindi'],"This video features a young girl interacting with her younger brother and mother. The content is lighthearted and playful, with a focus on simple activities like brushing teeth, washing clothes, and playing in a park. The video is clearly designed for children and includes child-appealing elements, making it child-directed."
MECLzDX8As0,TRUE,['Hindi'],"This video features two young girls playing a game that is clearly designed for children. The video is light-hearted and includes playful elements like a countdown and a prize for winning. The video is also spoken in Hindi, which is a language commonly used by children in India."
nscQYCknQGk,TRUE,['English'],"The video features animated characters, playful animals, and simple adventures, making it clearly child-directed."
NSnBi9Qhjns,TRUE,['English'],"The video features animated seals and penguins, and the content is light-hearted and playful, making it suitable for children."
ODbk-P4bRPw,TRUE,['Hindi'],"The video features toys that are commonly enjoyed by children, such as robots, dinosaurs, and airplanes. The video is also presented in a light-hearted and playful manner, making it suitable for a young audience."
PdlGj1fkj2g,TRUE,['Hindi'],"This is a story about a lazy donkey and his owner. The story is told in a simple and engaging way, making it suitable for children. The animation is also child-friendly, featuring bright colors and simple characters."
Pjim41gNReU,TRUE,['Hindi'],"This video features a young girl and her interactions with her family. It includes child-appealing elements like toys and playful activities, making it suitable for a child audience."
pLn2ViEn8Bk,FALSE,['English'],"This is a video game trailer, which is not designed for children. It features cartoon characters, but the content is not simplified for children and includes themes of competition and violence."
PsEuPeBkkqY,TRUE,['English'],"The video features animated characters, playful animals, and simple adventures, making it suitable for children."
pY_9PpQeYPE,TRUE,['English'],This video features a variety of dinosaur toys and is clearly aimed at children. The video uses simple language and features child-appealing elements like playful animals and light-hearted themes.
qFwqzXN2qFw,TRUE,['English'],"The video features animated seals and a polar bear, and the content is light-hearted and playful, making it suitable for children."
QWljBErgRRs,TRUE,['English'],"This video features animated seals and a polar bear, with light-hearted themes of mischief and conflict, making it suitable for children."
R6v-Ysb-GiY,TRUE,['Hindi'],"This video features a young girl and her mother. The video is child-directed because it is a light-hearted portrayal of a common childhood experience, with themes of mischief and conflict, but without mature visuals, strong language, or adult humor."
RMdE-IRX_t4,TRUE,['Hindi'],"The video features a collection of Doraemon toys, which are popular among children. The video is presented in a playful and engaging manner, making it suitable for a young audience."
rNJGg8ecFm4,TRUE,['English'],"The video features a cartoon-like game with bright colors and simple gameplay, making it suitable for children."
RoqX0Hf-eT8,TRUE,['Hindi'],"This video features two children in a classroom setting, engaging in playful interactions and discussing toys and treats. The content is lighthearted and appropriate for a young audience."
RVcv1KlvD50,TRUE,['Hindi'],This video is a cartoon with animated characters and a simple story about a farmer and his magic pot. It is clearly designed for children.
rVND3ePG5Xw,FALSE,['Hindi'],This video is a story about a king and his minister. It is not child-directed because it is a complex story with adult themes.
RVU3VVWoUDo,TRUE,['English'],"The video features animated characters from the movie Incredibles 2, which is a family-friendly movie aimed at children. The video also includes light-hearted themes of adventure and conflict, making it suitable for a young audience."
sdp2rw53beE,TRUE,['English'],"The video features animated seals and playful themes, making it clearly designed for children."
tNdgOuHk080,TRUE,['Hindi'],This video features a mother and daughter interacting in a playful manner. The content is lighthearted and includes child-appealing elements like a birthday celebration and a playful argument. The video is clearly designed for children.
TqTPiSQlB7U,TRUE,"['Bengali', 'English']","This video is child-directed because it features animated characters, playful animals, and a simple adventure. The themes are light-hearted and appropriate for young viewers."
TTG-M7CKi58,TRUE,"['Hindi', 'English']","This video is a cartoon animation of the fairy tale Beauty and the Beast. It features animated characters, playful animals, and a simple adventure. The themes are light-hearted and family-friendly. The video is clearly designed for children."
tUDDHyq8DF0,TRUE,['Hindi'],This video features children playing a game and is designed for a young audience. It includes child-appealing elements like playful characters and simple adventures.
UARY7GsdAK4,TRUE,['English'],"The video features animated characters, playful themes, and simple adventures, making it suitable for a young audience."
ug21It0Xpuw,TRUE,['Bengali'],"This video features a family of dolls, including a baby doll, engaging in everyday activities like waking up, eating, and bathing. The content is lighthearted and playful, making it suitable for a young audience."
ugw0Crfqfls,TRUE,['Hindi'],"The video features a collection of toys based on the popular cartoon character Doraemon. The toys are presented in a playful and engaging manner, making it clear that the content is intended for children. The video also includes light-hearted themes and visuals that are appealing to young viewers."
uL9DAMCUeXY,TRUE,['English'],The video features animated dinosaurs and is clearly designed for children.
V0HgTcRaERI,TRUE,['Bengali'],This video features dolls and a child-friendly story about cooking fish. The dolls are dressed in traditional clothing and the story is told in a simple and engaging way. The video is clearly designed for children.
vX-qFvw5Um8,TRUE,['Hindi'],"This video features a young girl playing with toys and engaging in activities that are typically enjoyed by children. The content is lighthearted and playful, making it suitable for a child audience."
WfvS2ujt5hU,TRUE,['Hindi'],"The video features a collection of Ben 10 toys, which are clearly designed for children. The video is presented in a playful and engaging manner, with the host highlighting the fun and exciting features of each toy. The video also includes a lot of visual elements that are appealing to children, such as bright colors, animated characters, and simple actions. Therefore, the video is considered child-directed."
XGONxERAa9w,TRUE,['English'],"This video features animated characters and a light-hearted storyline, making it suitable for children."
xnAVUMw3EqM,TRUE,['Bengali'],"This video is a cartoon animation of the Cinderella story. It features animated characters, playful animals, and a simple adventure. The themes are light-hearted and family-friendly. The video is clearly designed for children."
xNIb89HUcXw,TRUE,['Hindi'],This video features children playing in a river and is clearly designed for a young audience. It includes child-appealing elements like playful interactions and simple adventures.
xP991MbPZcg,TRUE,"['Spanish', 'English']","The video features animated characters, playful animals, family-friendly heroes, and simple adventures. It is clearly designed for children."
XP9addIo0fU,TRUE,"['Korean', 'English']","The video features toy dinosaurs and a toy truck. The video is child-directed because it is explicitly created with children as the intended audience. The video features animated characters, playful animals, and simple adventures."
xxiL9WpODDc,TRUE,['Hindi'],This video features a young girl and her parents. The content is light-hearted and includes child-appealing elements like playing with toys and fireworks. The video is clearly designed for children.
Y0tg4L9DcHk,TRUE,['Bengali'],This video is a children's story with animated characters and a simple plot. It is clearly designed for children.
YHmzYZxlwKs,TRUE,['Hindi'],This video is a children's story with animated characters and a simple plot. It is clearly designed for a young audience.
YO6bsec5Fhc,TRUE,['English'],"The video features a cartoon character, Talking Ginger, in a game that is clearly designed for children. The game involves collecting coins and avoiding obstacles, which are common elements in children's games. The video also includes light-hearted music and sound effects, further indicating that it is child-directed."
yP1gaOov2nk,TRUE,['English'],"This video is child-directed because it features animated characters, playful animals, family-friendly heroes, and simple adventures. It is a cartoon movie that is clearly intended for children."
yT7WVCNahaA,TRUE,['Hindi'],"The video is child-directed because it features a popular cartoon character, Doraemon, and showcases various toys related to the character. The content is light-hearted and focuses on the toys' features and how they work, making it suitable for children."
yY7yHidgjRI,FALSE,['English'],The video contains horror elements and is not designed for children. It is not child-directed.
z-BgoOYxVIM,TRUE,['English'],"The video features animated characters, playful animals, and a light-hearted theme, making it suitable for children."
ZrAjWKrkPXw,TRUE,['English'],"The video features animated characters, playful animals, and simple adventures, making it clearly child-directed."
ZrCMSCWR9G4,TRUE,['English'],The video features toy dinosaurs and is clearly aimed at children. It includes child-appealing elements like playful animals and simple adventures.
_ClGhzygxqU,TRUE,['English'],"This video features animated seals and is designed for children. It is light-hearted and playful, with no mature visuals, strong language, or adult humor."
_DgJQl8JVVc,TRUE,['Bengali'],"This video features dolls and a storyline that is appropriate for children. The characters are engaging and the story is lighthearted and fun. The video is also in Bengali, which is a language commonly spoken by children in Bangladesh and India."
_P9-HFqOqC4,TRUE,['English'],"The video features dinosaurs and action figures, which are common elements in children's play. The content is light-hearted and does not contain any mature themes or visuals. Therefore, it is considered child-directed."
#NAME?,FALSE,['Bengali'],"The video contains mature themes, including violence, murder, and romantic themes. It is not designed for children."
0u3g-vH6bXc,FALSE,['English'],"The content is not child-directed because it contains adult humor and references to mature topics like politics, sex, and death. The jokes and discussions are not simplified for children, and the overall tone is not light-hearted or playful."
1CyZmPFwKb0,TRUE,['English'],"This video features animated characters, playful animals, and a light-hearted adventure, making it suitable for children."
1XiXxszwud0,FALSE,['English'],This is a sports video with no child-appealing elements.
25ypmxFrSYo,FALSE,['English'],This video is a commentary on SpaceX activities at Starbase. It is not child-directed as it contains complex technical information and is not designed for children.
2_FSlYMM-YI,FALSE,['English'],The video is a discussion about a football match between Chelsea and Newcastle United. It is not child-directed as it contains mature themes and language related to professional sports.
3bOGdhtEoJo,FALSE,['Hindi'],The video is a music video with romantic themes and adult actors. It is not child-directed.
3NdXYZygETE,FALSE,['Bengali'],The video is a music video with romantic themes and adult actors. It is not child-directed.
4DkNCgUXbig,FALSE,['Hindi'],This video features religious themes and is not designed for children.
4dsFQFCvVGU,FALSE,['Hindi'],The song is a romantic song with adult themes and is not designed for children.
4zGuf42lW_o,FALSE,['English'],This is a court case between a landlord and tenants. The content is not child-directed because it involves mature themes such as violence and legal disputes.
5dfYi-CES-Q,FALSE,['Spanish'],The video features a young woman with a rare bone disorder. The content is not child-directed as it discusses a medical condition and the challenges faced by the woman. It also includes some mature themes like bullying and social media negativity.
5j_zzR-4Irk,FALSE,['English'],This is a political discussion about the North Carolina gubernatorial race. It is not child-directed.
5NWNQfX7vdM,FALSE,['English'],This video is a political discussion about the definition of a 'working person' and does not contain any child-appealing elements.
5txaRiJfQXM,FALSE,['Hindi'],This is a romantic song and video with adult themes. It is not child-directed.
637rWPgtUzc,FALSE,['Bengali'],The video contains romantic themes and adult actors. It is not child-directed.
6e6Hp6R5SVU,FALSE,['Hindi'],This video contains religious content and is not designed for children.
7v6tVSwRY10,FALSE,['English'],"This is a cooking video for adults, showing how to prepare and cook rhubarb. It does not contain any child-appealing elements or features commonly enjoyed by children."
86dO4YyfY0A,FALSE,['English'],"This is a news segment discussing the ongoing conflict between Israel and Hamas. The content is not child-directed due to its mature themes of war, violence, and political conflict."
8UVNT4wvIGY,FALSE,['English'],"The video features a man and a woman in a romantic setting. The song is not a nursery rhyme or poem. Therefore, the video is not child-directed."
8yVTJlvN-SU,FALSE,['English'],"The video contains mature themes and language, including violence and drug use, making it unsuitable for children."
9c1NIrAqXe4,FALSE,['Bengali'],The song is not a nursery rhyme or poem and the video contains adult themes.
9gIJtMgFasM,FALSE,['English'],"The video discusses political topics and includes adult humor, making it unsuitable for children."
aEc_DGgC2Vg,FALSE,['English'],"The video contains religious themes and violence, making it unsuitable for children."
AeOZB95DOhA,FALSE,['Bengali'],The song is a romantic song with adult themes and is not designed for children.
AETFvQonfV8,FALSE,['Hindi'],This video contains religious content and is not designed for children.
b1QYjEjstRQ,FALSE,['English'],"This is a video of a car race, which is not considered child-directed."
B5CilFi3uPM,FALSE,"['Hindi', 'English']","The video is not child-directed because it features adult themes and romantic elements, including a couple interacting in a romantic setting. The song is not a nursery rhyme or poem, and the video does not have any features that are commonly enjoyed by children."
bdxLrkFav8g,FALSE,"['Hindi', 'English']",This video is a discussion about the Gyanvapi mosque and the legal proceedings surrounding it. It is not child-directed as it deals with complex legal and religious issues.
BOlnguSdki0,FALSE,['English'],This is a professional wrestling match with adult themes and language. It is not designed for children.
BOVVwusoUjc,FALSE,['English'],This is a discussion about basketball and the NBA. It is not child-directed.
bWNkpJdkOj4,FALSE,['Hindi'],This is a Bollywood music video with romantic themes and adult actors. It does not meet the criteria for child-directed content.
ChX_Z9nxayY,FALSE,['Bengali'],This is a music video with romantic themes and adult actors. It is not child-directed.
cPKyPnuGYHw,FALSE,['Hindi'],This is a sports video of a kabaddi match. It is not child-directed as it is a competitive sport with adult players.
Cptlr__Fwx4,FALSE,"['Bengali', 'English']","The video contains mature themes and visuals, including violence and a scene of a man being tied up and injected with a syringe. It is not designed for children and is therefore not child-directed."
cyJqxchL4V8,FALSE,['English'],This video is a countdown of NBA records and features footage of professional basketball players. It is not designed for children and does not contain child-appealing elements.
CzMLuLwuZ00,FALSE,['Bengali'],The video contains romantic themes and adult characters. It is not child-directed.
D9N7qAyLofE,FALSE,['Hindi'],The video contains romantic themes and adult actors. It is not child-directed.
Dczmd7gl7SM,FALSE,['English'],This is a news report about the Queensland election and does not meet the criteria for child-directed content.
DyDZIy9Km2g,FALSE,['English'],This video is a political discussion about Donald Trump and his legal issues. It is not designed for children and contains mature themes and language.
Eyq7vfxu4iA,FALSE,['Hindi'],"This video is a song about the Chhath Puja festival, which is a Hindu religious festival. It is not child-directed because it is about a religious topic and does not have any child-appealing elements."
EZGFMOQkbPQ,FALSE,['English'],This is a sports video about baseball. It is not child-directed because it is about a professional sport and does not have child-appealing elements.
FbDXauypOZ0,FALSE,['Bengali'],"The video features a band playing music and a woman singing a song. The song is not a nursery rhyme or poem, and the video does not contain any child-appealing elements. Therefore, it is not child-directed."
fCuHD3YBQKY,FALSE,['Hindi'],"The video features adults and children, and the song is not a nursery rhyme or poem. It is not child-directed."
fOcJCXZwW-I,FALSE,"['Hindi', 'English']",The video is about a breathing exercise for sleep. It is not child-directed because it is a yoga technique for adults.
fPyHXiHbLg4,FALSE,"['Hindi', 'English']",This is a cooking video for paneer chilli. It is not child-directed because it is a recipe video and does not have any child-appealing elements.
fsKEcfROyOc,TRUE,['Hindi'],This video is child-directed because it is a recipe video that is simplified for children. The video features a child who is excited to eat the pasta and the host is very enthusiastic and engaging with the child. The video is also very light-hearted and fun.
fXqyW9ZDh0A,FALSE,"['English', 'Bulgarian', 'Indonesian', 'Turkish']","The video features multiple performances from different talent shows, including adults. The performances are not simplified for children and include themes that are not child-appropriate."
g90dXlm4jfc,FALSE,['English'],This is a sports commentary video about a baseball game. It is not child-directed because it is a discussion of a professional sport and does not contain child-appealing elements.
Gca-Gil8Fik,FALSE,['English'],This is a wrestling match with adult themes and is not child-directed.
Ggld4OsyLnc,FALSE,['English'],The video is not child-directed because it features adults drinking alcohol and the content is not simplified for children.
hF3xfBIINVQ,TRUE,"['Hindi', 'English']","The video features a young girl dancing and interacting with the judges. The content is light-hearted and entertaining, making it suitable for children."
HgO3ZwngMdQ,FALSE,['English'],The video is a recording of a live stream of a video game. The content is not designed for children and includes mature language and themes.
HH_a6aRO1TE,FALSE,['Hindi'],"This video is a devotional song about Hanuman, a Hindu deity. It is not child-directed because it contains religious content."
iAtPf-tHA4A,FALSE,['English'],"The video is about snakes and their venom, which is not a topic typically considered appropriate for children. The video also includes some graphic imagery of snakes biting and killing animals, which would be disturbing for young viewers."
iN5HdFuBgQM,FALSE,['English'],This video is about a band and their music. It is not designed for children and does not contain child-appealing elements.
j27NARlQEps,TRUE,['English'],This video is a recipe for a sweet treat that is easy to make and would appeal to children. It features a friendly host and simple instructions.
J2JQQm1h6xQ,FALSE,['Bengali'],"The video contains mature themes and violence, making it unsuitable for children."
j9-wMqqEyUU,FALSE,['Bengali'],"This video contains romantic themes and adult content, making it unsuitable for children."
jO2V7yGZa-E,FALSE,['English'],"This is a video of a NASCAR race, which is not considered child-directed. The content is focused on a competitive sporting event and includes adult themes and language."
JXnbpAY3igM,FALSE,['Hindi'],The video features a couple and includes romantic themes. It is not child-directed.
kNthZg3czGs,FALSE,['Bengali'],The video contains romantic themes and adult characters. It is not child-directed.
knZ8b5YnQiY,FALSE,['Hindi'],The video contains religious content and is not designed for children.
kzTWRX9Dhrg,TRUE,['Hindi'],"The video features a song with a light-hearted theme and animated characters, making it suitable for children."
LkUqqoKB4rM,FALSE,['Bengali'],"The video contains romantic themes and adult content, making it unsuitable for children."
MDXliFldfiM,FALSE,['Spanish'],This is a sports commentary video about baseball. It is not child-directed because it is a commentary on a professional sport and includes adult themes.
mJU9IWhMa_0,FALSE,['English'],This is a sports interview with a professional baseball player. It is not child-directed.
MMF95eS4YI4,FALSE,['English'],"The video discusses baseball and includes adult themes and language, making it unsuitable for children."
MSdqEhO1egc,FALSE,"['Hindi', 'English']","This video is a guided meditation and yoga nidra session, which are practices typically aimed at adults for relaxation and stress reduction. While the video uses a calm and soothing tone, it does not contain child-appealing elements or themes."
NZgO45OCJ7E,FALSE,['Bengali'],"The song is not a nursery rhyme or poem and the video contains romantic themes including adults. Therefore, it is not child-directed."
O8n32kzrYrI,FALSE,['English'],The video is a comedy sketch about wellness resorts and their treatments for long covid. It is not child-directed because it contains adult humor and references to adult themes.
OOgkxStc0y0,FALSE,['English'],This is a political discussion show with adult themes and language. It is not designed for children.
OXm4-3Er8po,FALSE,['Hindi'],This video contains religious themes and is not designed for children.
oYZ--rdHL6I,FALSE,"['Hindi', 'English']",This is a cooking video for adults. It is not designed for children and does not contain child-appealing elements.
P96lgXPQ9Do,FALSE,['English'],This is a sports commentary video about a basketball game. It is not child-directed because it is a discussion of a professional sport and does not contain child-appealing elements.
p_9yhVG9BlA,FALSE,['English'],This is a sports video about a soccer game. It is not child-directed because it is a professional game with adult players and themes.
qPzA3DLrVW4,FALSE,['English'],The video discusses political topics and is not designed for children.
qTk-69f64KU,FALSE,['English'],The video is a discussion about climate change and individual responsibility. It is not designed for children and does not contain child-appealing elements.
