,Video Id,Primary Label,Predicted Label,Response,Languages,Unnamed: 0
372,l8otXmBNXVA,irrelevant,appropriate,"This video is a tutorial on how to improve the speed of your Shopify website. The video contains screen recordings, animations, and a presenter speaking to the camera. There is no inappropriate content present in the video. Therefore, it is appropriate for children under 9.",['English'],297.0
373,7uQTdlx1K60,irrelevant,inappropriate,"The music video contains elements of intimacy and romance, which are inappropriate for children under 9.  The lyrics are sung in Khmer and express romantic sentiments. While there is no explicit violence or sexual content, the overall tone and style of the video are not suitable for young children.",['Khmer'],298.0
374,iSOAAN4tYP8,irrelevant,inappropriate,"This video ad is inappropriate for children under 9. The ad promotes a product by using fear-mongering tactics, implying that using the wrong pillow can lead to serious health problems.  It also uses a countdown timer to create a sense of urgency, which is a common tactic in manipulative advertising. While there is no explicit violence or sexual content, the overall tone and manipulative techniques are not suitable for young children.",['Swedish'],299.0
375,JQxxxHmFyj0,inappropriate,inappropriate,The video contains scenes of intimacy and romantic conduct between the main actors. There is also a romantic song playing in the background.  These elements are inappropriate for children under 9.,['Tamil'],300.0
376,vdhg3PRUC7g,irrelevant,inappropriate,"The music video contains scenes of intimacy, such as hugging and kissing on the hand, which are not suitable for children under 9.  Additionally, the lyrics express themes of heartbreak and loss, which may be emotionally distressing for young viewers. The overall tone and imagery of the video are romantic and melancholic, making it inappropriate for children.","['Punjabi', 'Hindi']",301.0
377,ZTUoDmiUzRo,inappropriate,inappropriate,The video contains multiple instances of intimacy between a man and a woman. The lyrics of the song also talk about love and romance. This makes the video inappropriate for children under 9.,['Telugu'],302.0
378,16frQEcxeeY,inappropriate,inappropriate,The video contains multiple scenes of intimacy between a man and a woman. The lyrics of the song also talk about love and romance. This is inappropriate for children under 9.,['Tamil'],303.0
379,3QZ_BkJDBb8,inappropriate,inappropriate,"The video contains images and lyrics that are inappropriate for children under 9. The video shows scenes of death and funerals, which can be disturbing for young children. Additionally, the lyrics contain references to violence and conflict, which are not suitable for children. The video also includes some scenes that might be considered suggestive, depending on the viewer's interpretation. Therefore, the video is inappropriate for children under 9.",['Punjabi'],304.0
380,VnS_kQ-eoSw,irrelevant,inappropriate,"The music video contains romantic themes and lyrics.  The song is about love and passion, which is not suitable for children under 9. The visuals also show the two main characters in intimate settings, which is inappropriate for children.",['Spanish'],305.0
381,pzcoQLnQ5o0,inappropriate,inappropriate,"The music video contains scenes of people drinking alcohol and smoking, which are inappropriate for children under 9.  Additionally, there are suggestive scenes with women in revealing clothing and close-up shots that could be considered sexually suggestive. The overall atmosphere of the video, set in a nightclub, is not suitable for young children.",['Italian'],306.0
382,lvyHA4UmEVw,inappropriate,inappropriate,The video contains multiple scenes of intimacy between a man and a woman.  There are scenes of hugging and kissing. The song is a romantic song.  This content is inappropriate for children under 9.,"['Urdu', 'Punjabi']",307.0
383,AqjEIeYvQPA,inappropriate,inappropriate,The music video contains multiple instances of suggestive dancing and suggestive lyrics. The dancers wear revealing clothing. The overall theme and visuals are sexually suggestive and inappropriate for children under 9.,"['English', 'Jamaican Patois']",308.0
384,kVjk1W65B04,inappropriate,inappropriate,"The music video contains suggestive content, including scantily clad women dancing and suggestive choreography.  The lyrics, while not explicitly vulgar, contain themes of rebellion and defiance against authority, which may not be suitable for young children. The overall tone and style of the video are not appropriate for children under 9.","['Chinese', 'English', 'Malay']",309.0
385,d3MUDyygyAo,inappropriate,inappropriate,"The music video contains inappropriate clothing (significant skin exposure) and intimacy (sensual physical contact, romance).",['Arabic'],310.0
386,IBygTTdDO7c,irrelevant,inappropriate,"The video is inappropriate for children under 9 because it contains suggestive content and innuendos. The host's interactions with some of the participants, along with the on-screen text and some of the jokes, are sexually suggestive.  Additionally, there is a scene where a man is shown with his shirt off, which could be considered inappropriate for young children. The overall tone and humor of the video are not suitable for a young audience.",['German'],311.0
387,XXi4bACHyeg,inappropriate,appropriate,"The video is about a podcast discussing a PUBG Mobile esports tournament.  While there is some discussion of conflict between teams and players, it's presented in a lighthearted and non-violent manner. The memes shown are also generally lighthearted and humorous. There is no violence, self-harm, sexual content, discrimination, offensive language, or other elements that would be considered inappropriate for children under 9.","['English', 'Urdu']",312.0
388,5IweIDfW_Ws,inappropriate,inappropriate,"The video contains elements of scariness (fire), intimacy (dancing couple, hugging), and potentially inappropriate clothing (depending on cultural norms).  The combination of these elements makes it unsuitable for children under 9.",['No Language'],313.0
389,SDdpT3kg9qs,irrelevant,inappropriate,"The video contains several elements that would be considered inappropriate for children under 9.  The main content is the creation of a song using text from scam messages. While not explicitly violent or sexually suggestive, the lyrics themselves reference potentially sensitive topics such as financial scams and implied criminal activity. The overall tone and subject matter are not suitable for young children.  Additionally, the video shows the creator using a laptop, which is not inherently inappropriate, but the context of the video and the lyrics make it unsuitable for children.",['English'],314.0
390,W5sPZdpIQy8,irrelevant,inappropriate,"The video contains scenes of violence, including a depiction of a man aiming a gun.  While the violence is not graphic, it is still potentially frightening or disturbing for young children.  Additionally, the video includes discussions of complex technical concepts related to filmmaking that would likely be beyond the comprehension of children under 9.",['French'],315.0
391,pYHSZ2t4uSI,irrelevant,inappropriate,"The video contains inappropriate language. The participants use words such as ""disrespectful"" and engage in verbal sparring.  Additionally, some of the humor relies on potentially confusing or misleading statements, which might not be suitable for younger audiences. The fast-paced nature of the game show and the competitive element could also be overwhelming for some children under 9.",['English'],316.0
392,cLXbzi8rC7s,inappropriate,inappropriate,"The video contains scenes of car crashes and fire, which are considered mentally distressing and scary for children under 9.  The video also shows the aftermath of a car accident with significant damage, which could be upsetting for young viewers. Therefore, I would label this video as inappropriate for children under 9.","['French', 'Spanish', 'German', 'English']",317.0
393,D0nEtDS9PuY,inappropriate,inappropriate,"This video is inappropriate for children under 9. The content includes interpersonal violence (verbal fighting and arguments), offensive language (frequent use of swear words), and intimacy (discussion of dating, relationships, and sexual activity).  The setting is a mock courtroom, but the interactions and language are highly inappropriate for young viewers.",['English'],318.0
394,bX-QlZJB-Kg,inappropriate,inappropriate,"The video is inappropriate for children under 9 because it contains elements of classism and discrimination. The wealthy family's disregard for the maid's son and their casual dismissal of his feelings are harmful to children's understanding of social dynamics and empathy.  The scene where the mother cries is also emotionally distressing for young viewers. The video also shows the boy going to a graveyard, which can be a scary theme for children.",['Urdu'],319.0
395,4NFUR9vn2MU,irrelevant,appropriate,"This is an advertisement for a clothing brand. It shows people shopping and carrying shopping bags. There is no violence, sexual content, or anything else that would be inappropriate for children. The only thing that might be questionable is the song playing in the background, but the lyrics are not explicit or inappropriate.",['Hindi'],320.0
396,3_HD_ndZnFQ,irrelevant,appropriate,"The video shows a cooking demonstration using a tomato sauce product.  There is no violence, sexual content, or other inappropriate material present. The video is suitable for children under 9.",['Arabic'],321.0
397,WekZgFOHAfc,irrelevant,appropriate,"This is a movie trailer for ""Ruby Gillman, Teenage Kraken"". The trailer shows scenes of a teenage girl discovering she is a kraken and learning to use her powers. While there is some fantasy violence, it is cartoonish and not graphic. There is no gore, sexual content, or other inappropriate elements. The language used is appropriate for children. Therefore, I label this video as appropriate for children under 9.",['English'],322.0
398,YSs1BYZkeiI,child directed,appropriate,"This is a trailer for Disney's live-action ""The Little Mermaid"". It features scenes of Ariel, a mermaid, talking to her friends, a flounder fish, a seagull, and a crab. The scenes are shown underwater. There are scenes showing a castle and a carriage ride. The trailer ends with on-screen text saying that the movie will be shown in theaters. This video does not contain any inappropriate scenes, so it is appropriate for children under 9.",['English'],323.0
399,lM01TQKLYF0,child directed,appropriate,"This is an advertisement for a new theater show at a theme park. The video features cartoon characters, and there is no violence, sexual content, or other inappropriate material present.  The language is Swedish.",['Swedish'],324.0
400,prFicXqS1OU,irrelevant,appropriate,"The advertisement is for YouTube Music Premium. It shows the app interface and album art. There is no violence, sexual content, or other inappropriate material present. The audio is a voiceover describing the app and its features, and a short musical interlude.  Therefore, it is appropriate for children under 9.",['English'],325.0
401,Vbwrsqdoy4k,inappropriate,inappropriate,"The video contains intense scenes of physical exertion and training, which might be too intense for children under 9.  The fast-paced editing and dramatic music could also be overwhelming for younger viewers. While there is no explicit violence or inappropriate content, the overall tone and intensity of the video make it unsuitable for children.",['Bengali'],326.0
402,Ikn8CUkpTaU,irrelevant,appropriate,"The video is an advertisement for someone named ""El Flaco.""  It shows a man in a baseball cap raising his hand. The background is light blue with some text and graphics. There is upbeat music playing. There is no violence, sexual content, or other inappropriate material present. The language used is Spanish. Therefore, this video is appropriate for children under 9.",['Spanish'],327.0
403,dMBevlP_R_g,child directed,appropriate,"The video is an advertisement for Lego Ninjago toys. It shows children playing with the toys and features bright colors and lively music. There is no violence, sexual content, or other inappropriate material present. Therefore, the video is appropriate for children under 9.",['Swedish'],328.0
404,PFNtS5E5VTo,child directed,appropriate,"The video shows two girls racing in go-karts decorated with Lego Disney Princess themes.  There is no violence, inappropriate language, or other content that would be considered unsuitable for children under 9. The overall tone is playful and exciting. The video is an advertisement for a Lego and Disney collaboration.",['Swedish'],329.0
405,molj3XMlR7w,inappropriate,inappropriate,The video shows a man and a woman in various intimate settings on a beach.  There are scenes of them embracing and kissing. The audio contains a romantic song. This content is inappropriate for children under 9 due to the depiction of intimacy and romantic themes.,['Italian'],330.0
406,2Lo6DbYZ7Tc,child directed,appropriate,"This YouTube Music Premium advertisement features bright, colorful animation and upbeat music.  The audio promotes the app's features, highlighting the ability to listen to children's songs ad-free. There is no violence, inappropriate language, or other content that would be considered unsuitable for children under 9.",['English'],331.0
407,XrRJ0c_Ldp4,child directed,appropriate,"The video is an advertisement for Nickelodeon, a children's television channel. It features a child interacting with an animated dinosaur, and the overall tone and visuals are bright, colorful, and playful. There is no violence, inappropriate language, or other content that would be considered unsuitable for children under 9. Therefore, the video is appropriate.",['English'],332.0
408,gAOi_Ts5vYk,inappropriate,inappropriate,"This video game trailer contains scenes of violence, dark and scary themes, and intense imagery that would likely frighten or disturb children under the age of 9.  The use of weapons, monsters, and fire in dangerous settings makes it unsuitable for young viewers.",['English'],333.0
409,l-wtFtZn-QU,child directed,appropriate,"This is an advertisement for a collaboration between Lego and Disney. It shows diverse groups of children and adults engaging in creative activities using Lego and Disney-themed materials. There is no violence, inappropriate language, or sexual content. The overall tone is positive and upbeat. Therefore, it is appropriate for children under 9.",['Swedish'],334.0
410,GB6LShOj4EE,irrelevant,appropriate,"The video is an advertisement for a supermarket. It shows cartoon characters in a plane and some products with their prices. There is no violence, sexual content, or anything else that would be considered inappropriate for children under 9.",['Swedish'],335.0
411,HoPDI1T1kvI,irrelevant,appropriate,"The video is an advertisement for Hyundai cars. It highlights the number of electrified vehicles offered by Hyundai and contrasts this with the offerings of Honda, Nissan, and Subaru.  The video uses upbeat music and shows various Hyundai models. There is no violence, inappropriate language, or other content that would be considered unsuitable for children under 9. Therefore, it is appropriate.",['English'],336.0
412,W32b2mJ3MdE,irrelevant,appropriate,"The video is an advertisement for a card game. It shows two people talking about the artwork on the cards. The artwork is fantasy-themed, but it is not violent or sexually suggestive. The language used is appropriate for all ages. Therefore, the video is appropriate for children under 9.","['French', 'English']",337.0
413,m3MI_GZk2Xs,inappropriate,appropriate,"The video is an advertisement for AEDs (Automated External Defibrillators). It shows people in various settings, including a workplace and a construction site, demonstrating how AEDs can be used to save lives. While it depicts a medical emergency, it does not contain any violence, sexual content, or other elements that would be considered inappropriate for children. Therefore, the video is appropriate for children under 9.",[],338.0
414,dRje7cZhls4,inappropriate,inappropriate,"The video contains scenes of underwater creatures and a couple embracing. While not overtly sexual, the intimacy displayed might be considered inappropriate for children under 9.  The age rating 16+ further supports this conclusion.",['Swedish'],339.0
415,QpnHaKNCaT0,inappropriate,appropriate,"The video is an advertisement for work gloves. It shows people using tools and working on construction projects. There is no violence, sexual content, or other inappropriate material. Therefore, it is appropriate for children under 9.",['English'],340.0
416,-JrOKkFUT10,inappropriate,appropriate,"The video is an advertisement for car insurance. It uses model cars to show the difference between standard insurance and the advertised insurance. There is no violence, inappropriate language, or any other content that would be considered inappropriate for children under 9.",['English'],341.0
417,sQcihb7fcIA,irrelevant,appropriate,"This is a cooking advertisement. It shows the process of making biryani. Two children are shown eating the food. There is no violence, sexual content, or any other inappropriate content for children. Therefore, this video is appropriate for children under 9.",['Bengali'],342.0
418,x5gyR7lhJP0,irrelevant,appropriate,"The video is an advertisement for telehealth services.  It shows people using a telehealth app to schedule and attend virtual appointments with healthcare providers. There is no violence, sexual content, offensive language, or other inappropriate material present. The video is informative and promotes health and wellness, making it suitable for children under 9.",['English'],343.0
419,AaHCyRzE6Wc,irrelevant,appropriate,"This is a car advertisement for the Hyundai Ioniq 5.  The ad compares it to the Tesla Model Y, highlighting its warranty and lease options. There is no violence, sexual content, or other inappropriate material present. The ad is upbeat and focuses on the car's features and affordability. Therefore, it's appropriate for children under 9.",['English'],344.0
420,b7tRyTfi-tY,irrelevant,appropriate,"This is an advertisement for Honeybook, a software for managing proposals, contracts, invoices, and payments. The video shows people working in an office setting and using the software. There is no violence, sexual content, or other inappropriate material. Therefore, it is appropriate for children under 9.",['English'],345.0
421,4kn-kwCQHiE,irrelevant,appropriate,"This is an advertisement for Surf Excel Liquid detergent. It shows a mother and child playing and getting stains on their clothes. The ad then shows how the detergent cleans the stains. There is no violence, sexual content, or other inappropriate material present. The language used is Hindi.",['Hindi'],346.0
422,0MZ_a5mqSwg,irrelevant,appropriate,"The video is an advertisement for a clothing brand. It shows multiple women wearing different clothes. There is background music but no lyrics. There is no violence, sexual content, or anything else that would be considered inappropriate for children under 9.",[],347.0
423,mxrZqIA4660,inappropriate,inappropriate,"The advertisement promotes gambling, which is inappropriate for children under 9.  The visuals and audio explicitly mention bonuses and encourage sign-up for a betting platform. Gambling is a risky activity with potential negative consequences, and exposing children to such content at a young age is harmful.",['Bengali'],348.0
424,ZFiyfTy7Ljo,irrelevant,appropriate,"This is an advertisement for Jos. A. Bank clothing.  The video shows men and women in various settings, including a ranch, a home, and a city street. There is no violence, sexual content, or other inappropriate material. The video is appropriate for children under 9.",['English'],349.0
425,vtvKLFh2oRs,child directed,inappropriate,"The video contains scenes of physical violence, including a fight scene in a dimly lit arcade and martial arts-style combat.  These scenes, while not excessively gory, depict fighting and could be frightening or disturbing to younger children.  The fast-paced editing and intense music further contribute to the overall intensity, making it unsuitable for children under 9.",['English'],350.0
426,y8PtMj070_E,irrelevant,appropriate,"The video is an advertisement for sofas. It shows images of sofas in different settings and mentions features such as European manufacturing, 48-hour delivery, and a 30-day satisfaction guarantee. There is no violence, sexual content, or other inappropriate material present. The background music is calm and unobtrusive. Therefore, the video is appropriate for children under 9.",['French'],351.0
427,6e-PaAe5mOg,inappropriate,inappropriate,"The video contains cartoonish violence, as seen in the scene where the sheep are attacking each other.  The audio also includes sounds that could be interpreted as screams or distressed noises, adding to the overall unsettling nature of the content. This makes it inappropriate for children under 9.",['English'],352.0
428,CWmVhmT5bgQ,irrelevant,inappropriate,"The video contains offensive language (""suck at this game"") and depicts characters expressing negative emotions (crying, anger).  These elements are not suitable for children under 9.",['English'],353.0
429,_qvMIBv2iS4,irrelevant,appropriate,"The video is an advertisement for NH Hotels. It shows appealing images of the hotel, its amenities, and a family enjoying their stay. There is no violence, sexual content, or other inappropriate material present. The language used is Spanish.",['Spanish'],354.0
430,QvskJQSxXI0,irrelevant,appropriate,"The video is an advertisement for Chloe perfume. It features a woman in various natural settings, interspersed with shots of other women. The overall tone is peaceful and empowering. There is no violence, sexual content, or other inappropriate material present.  The audio includes a voiceover in French, which is mostly descriptive of the setting and the perfume. While the video may not be particularly engaging for young children, it does not contain any content that would be considered harmful or inappropriate for them.",['French'],355.0
431,4vW9a2tgiS8,inappropriate,inappropriate,"This video is inappropriate for children under 9 because it contains suspenseful and scary themes. The trailer shows scenes of a mysterious event, people in hazmat suits, and a large, ominous creature in the water. The audio also contributes to the suspenseful atmosphere.  The overall tone and imagery are likely to frighten young children.","['Swedish', 'English']",356.0
432,0ugMdmCxqKU,irrelevant,appropriate,"This is an advertisement for Wix SEO.  The video shows screen recordings of the Wix SEO interface and does not contain any inappropriate content for children under 9. There is no violence, sexual content, or other elements that would be considered harmful or inappropriate for children. The language used is simple and straightforward.",['English'],357.0
433,2BVILYtTs1o,child directed,appropriate,"The video is an advertisement for the Nintendo Switch game Animal Crossing: New Horizons.  The visuals are cartoonish and show a variety of activities that can be done in the game, such as fishing, swimming, gardening, and decorating. There is no violence, sexual content, or other inappropriate material present. The audio is a voiceover describing the game's features and is not inappropriate for children. Therefore, the video is appropriate for children under 9.",['German'],358.0
434,HCf5--mIKJ0,irrelevant,appropriate,"The advertisement is for Mercado Libre, an online marketplace. It features a young woman trying on clothes she received via free shipping. The overall tone is lighthearted and playful. There is no violence, sexual content, or other inappropriate material present.  The video is suitable for children under 9.",['Spanish'],359.0
435,EDn5Wo8okXk,inappropriate,appropriate,"The video is an advertisement for a PC game recording software called ""Powder"".  It shows short clips of gameplay from various video games, but there is no violence, inappropriate language, or other content that would be unsuitable for children under 9. The audio is mostly sound effects and a voiceover describing the software's features. Therefore, the video is appropriate.",['English'],360.0
436,OtznsUupZJM,irrelevant,appropriate,"The video shows a man preparing and cooking food on a brazier. There is no violence, sexual content, or other inappropriate material present. The language spoken is French.",['French'],361.0
437,JW4t_hE5bO0,irrelevant,appropriate,"This is a business advertisement for a software company.  The video shows a business meeting with graphs and charts. There is no violence, sexual content, or other inappropriate material present. The audio is only background music and a voiceover explaining the product. Therefore, it is appropriate for children under 9.",['English'],362.0
438,8CRSP1wCppA,irrelevant,appropriate,"The video is an advertisement for a tea company. It shows various products and people attending an event. There is no violence, sexual content, or other inappropriate material present. The background music is calm and non-offensive. Therefore, the video is appropriate for children under 9.",['Sinhala'],363.0
439,25CTmfakE0w,inappropriate,appropriate,This is a video ad for Fortnite. The video shows a sped up demo of the game. It is in third person perspective and the character is shooting at other characters. On-screen text says that the game is available to download on the Apple App Store and Google Play store. This video is appropriate since it is just a video with a demo for Fortnite which is a popular children's game which is rated Teen.,['English'],364.0
440,3V8ArF9NIY0,irrelevant,appropriate,"The video is an advertisement for BUT, a French home goods store. It shows various products available at the store, including furniture, appliances, and home decor. There is no violence, sexual content, or other inappropriate material present in the video. The video is appropriate for children under 9.",['French'],365.0
441,enNOZJSDFFs,child directed,appropriate,"The video shows children and adults engaging in various outdoor activities such as mountain biking, ziplining, and other activities at a summer resort. There is no violence, sexual content, or other inappropriate material present. The music is upbeat and family-friendly. Therefore, the video is appropriate for children under 9.",['Swedish'],366.0
442,pNQvIPHsNT4,child directed,appropriate,"This is an advertisement for Lego Disney Frozen toys. The video shows children playing with the toys and features the characters from the movie Frozen. There is no violence, sexual content, or other inappropriate material present in the video. The video is appropriate for children under 9.",['Swedish'],367.0
443,3qI0-3VufZ0,inappropriate,inappropriate,"The video shows a woman in revealing outfits, falling from a great height, and floating in space.  While there is no explicit violence or sexual content, the imagery is suggestive and could be frightening or confusing for children under 9. The overall tone and style are not suitable for young audiences.",['French'],368.0
444,0-fFJP7nye4,inappropriate,inappropriate,"The advertisement shows the preparation and consumption of an alcoholic beverage.  The repeated phrase, ""L'abus d'alcool est dangereux pour la santé, à consommer avec modération"" (Alcohol abuse is dangerous for health, consume in moderation) is displayed throughout the video. While the message promotes responsible consumption, the central focus on alcohol makes it inappropriate for children under 9.",['French'],369.0
445,4nWFHckih18,inappropriate,inappropriate,"The advertisement shows various scenes of people engaging in activities that are not suitable for children under 9.  There is a scene of people drinking alcohol in a social setting, which is inappropriate for children. The advertisement also shows scenes of people partying and dancing in a nightclub, which is not appropriate for children. The advertisement also shows a scene of a man and a woman kissing, which is inappropriate for children. Therefore, the advertisement is inappropriate for children under 9.",['English'],370.0
446,c_kqo39UIr8,inappropriate,inappropriate,"The video shows scenes of war, including soldiers and checkpoints.  There is also a scene where a family is hiding, suggesting danger and fear. The overall tone is serious and intense, not suitable for children under 9. The dialogue is in French.",['French'],371.0
447,F1opwvyo6f8,child directed,appropriate,"This Nickelodeon advertisement is appropriate for children under 9. It uses bright colors, cartoonish animation, and playful sound effects to create a fun and engaging experience. There is no violence, inappropriate language, or other content that would be considered harmful or unsuitable for young viewers.",['English'],372.0
448,6OymTXVO_Is,child directed,appropriate,"The video is an advertisement for Monster High dolls. It shows several girls holding and presenting the dolls, highlighting their features and expressing their personalities. The overall tone is playful and enthusiastic. There is no violence, inappropriate language, or other elements that would make it unsuitable for children under 9. The background music and sound effects are consistent with the Halloween theme of the dolls, but they are not scary or disturbing. Therefore, the video is appropriate for children under 9.",['English'],373.0
449,kDPHyW3vD3E,inappropriate,inappropriate,"The video contains dark and scary themes, violence, and demonic imagery.  These elements are not suitable for children under 9.",['English'],374.0
450,bhhVv2Vu-No,inappropriate,inappropriate,"This movie trailer contains scenes of violence and fighting, as well as a romantic kiss.  These elements are not suitable for children under the age of 9.","['English', 'French']",375.0
451,4QfrtRI2CAM,irrelevant,appropriate,"The advertisement is for Mercado Libre, an online marketplace. It features a young woman trying on different clothes and accessories she received via free shipping. While the clothing is trendy and might not be considered appropriate for all ages, there is no violence, sexual content, or other elements that would make it inappropriate for children under 9. The overall tone is lighthearted and fun. ",['Spanish'],376.0
452,YJ-ORbckKiY,irrelevant,appropriate,"This is an advertisement for Tommy Hilfiger clothing. It uses animation of cartoon characters, but the content is not violent, sexual, or discriminatory.  There is no offensive language. The models are dressed in stylish clothing, and the overall tone is lighthearted and fun. Therefore, it is appropriate for children under 9.",[],377.0
453,s8QapmBahDo,inappropriate,inappropriate,"The video shows a woman's foot with a toe that has been amputated due to smoking. The audio discusses the effects of smoking and the impact of the disease on the woman's life.  The visual content of the amputated toe and the discussion of a serious smoking-related illness are not suitable for children under 9. The ad also promotes quitting smoking, which is an adult-oriented topic. Therefore, the video is inappropriate for children under 9.",['English'],378.0
454,14G6xHIQn3o,inappropriate,inappropriate,"The advertisement uses sexual innuendo (""so you can get back to feeling sexy, fast. Because no one feels sexy with allergies."") and shows a woman in a revealing dress.  This is inappropriate for children under 9.",['English'],379.0
455,Ko_MFKNR5Y4,inappropriate,inappropriate,"The video shows a woman with a serious lung condition due to smoking.  The audio discusses her illness and impending death, which is emotionally distressing for children. The video also explicitly mentions smoking and provides a number to quit smoking, which is inappropriate for children. Therefore, it is inappropriate for children under 9.",['English'],380.0
456,L1TbH8FU2uU,irrelevant,inappropriate,"This advertisement uses a song that is very popular and well known.  It is likely that children under 9 would recognize the song and want to watch the video. However, the advertisement is inappropriate for children under 9 because it features adults singing and dancing in a way that is not suitable for children. The advertisement also features a scene of a man changing a water jug on a water cooler. This is not inherently inappropriate, but it could be seen as suggestive by some viewers. Overall, the advertisement is more appropriate for adults than for children.",['English'],381.0
457,U-PLKNmmU8s,irrelevant,inappropriate,The video is inappropriate for children under 9 because it contains business jargon and sophisticated language that is not suitable for young children.  The setting is also quite formal and may not be engaging or understandable for children. The humor is also very adult-oriented and would likely go over the heads of young viewers.,['English'],382.0
458,EVQZJ8sHBK4,irrelevant,appropriate,"The video shows a group of friends making and enjoying pasta together.  There is no violence, sexual content, or other inappropriate material present. The only potentially questionable element is the presence of Coca-Cola, but this is a common soft drink and its presence doesn't make the video inappropriate for children. The overall tone is lighthearted and fun, focusing on friendship and shared meals. Therefore, the video is appropriate for children under 9.","['Hindi', 'English']",383.0
459,EcjBmyqTRTQ,irrelevant,appropriate,"The video is an advertisement for Corradi pergolas. It shows various scenes of people enjoying their outdoor spaces with Corradi products. There is no violence, sexual content, or other inappropriate material present. The language used is German.",['German'],384.0
460,U5GQxZQLnOU,irrelevant,appropriate,"The video is an advertisement for SibApp. It shows various app logos and does not contain any inappropriate content for children under 9.  There is no violence, sexual content, discrimination, offensive language, or other elements that would be considered harmful or inappropriate for young viewers. The audio contains some text in English and Arabic, but it is not explicit or offensive.","['English', 'Arabic']",385.0
461,Magi9oDBcf4,irrelevant,appropriate,"The video is an advertisement for tourism in Croatia. It shows various aspects of Croatian culture, including traditional music, dance, architecture, and landscapes. There is no violence, sexual content, or other inappropriate material present. Therefore, it is appropriate for children under 9.",['French'],386.0
462,ptVDZLmuCbY,irrelevant,appropriate,"This is an advertisement for a water purifier.  The advertisement shows a man and a woman in a kitchen setting. There is no violence, sexual content, or other inappropriate material present. Therefore, it is appropriate for children under 9.",['Bengali'],387.0
463,rP4Y3aEVGSw,irrelevant,appropriate,"The video is an advertisement for Nike sportswear and equipment. It shows various sports items like shoes, a basketball, a dumbbell, a kettlebell, a skateboard, a soccer ball, and a water bottle.  The visuals are stylized and do not contain any inappropriate content such as violence, sexual content, or anything else that would be considered harmful to children. There is no audio or spoken language in the video.",[],388.0
464,OojtCxPtCmU,irrelevant,appropriate,"The video is an advertisement for the Polestar 2 electric car.  The video shows the car from different angles, highlighting its features. There is music playing in the background, but no lyrics are discernible. There is no violence, sexual content, or other inappropriate material present. Therefore, the video is appropriate for children under 9.",['English'],389.0
465,4pTi4IVwlqw,irrelevant,appropriate,"The video shows an advertisement for fume cupboards. It contains no violence, sexual content, offensive language, or other elements that would be considered inappropriate for children. Therefore, it is appropriate for children under 9.",[],390.0
466,HjLk1aes5Cs,irrelevant,appropriate,"This video is an advertisement for Omnipod DASH Insulin Management System. It shows various people enjoying their summer, and it does not contain any inappropriate content for children under 9. There is no spoken language in this video.",[],391.0
467,iqr7NYQEvYI,irrelevant,appropriate,"The video shows a man sitting in a meditative pose, interspersed with shots of a website, product images, and other visuals related to wellness and self-care.  There is no violence, sexual content, offensive language, or other elements that would be considered inappropriate for children. The audio is a voiceover in French describing the creation of a website for wellness services. While the concept of an ""empire"" is mentioned, it's presented in a non-threatening context. Overall, the video is a calm and positive advertisement that is suitable for children.",['French'],392.0
468,F_u203QGvWI,irrelevant,appropriate,"The video shows a series of Kia cars driving on a bridge and parked in a parking lot. The video is accompanied by upbeat music and voiceovers in Swedish and English. There is no violence, sexual content, or other inappropriate material present. Therefore, the video is appropriate for children under 9.","['Swedish', 'English']",393.0
469,z7HeRmSIA9o,irrelevant,appropriate,"The video is an advertisement for a business phone system called AirCall. It shows the evolution of phones from the first telephone to modern smartphones and then showcases the AirCall app interface. There is no violence, sexual content, or other inappropriate material present.  The audio is mostly background music and sound effects, with some voiceover narration that is not offensive or inappropriate for children. Therefore, the video is appropriate for children under 9.",[],394.0
470,iUPJ00AHpMU,irrelevant,appropriate,"This is an advertisement for Hill's Science Diet cat food. The video shows a cat eating the food and the packaging of the food. There is no violence, sexual content, or other inappropriate content for children. The only audio is the advertisement's voiceover, which is not inappropriate for children. Therefore, the video is appropriate for children under 9.",['English'],395.0
471,r2SJZir8zis,irrelevant,appropriate,"The video is an advertisement for Google Ads. It shows a woman wearing a headset and a Google Ads logo. There is no violence, sexual content, or other inappropriate material present. The audio is a voiceover in French explaining the benefits of using Google Ads. Therefore, the video is appropriate for children under 9.",['French'],396.0
472,Y-v1BLPUvSg,irrelevant,appropriate,"The video is an advertisement for YouTube Premium. It shows the YouTube interface and short clips from various channels. There is no violence, sexual content, or other inappropriate material present.  The audio is a voiceover explaining the benefits of YouTube Premium in Arabic. Therefore, it's appropriate for children under 9.",['Arabic'],397.0
473,uxygkzPBlEU,irrelevant,appropriate,"The video shows a man playing a board game and talking about an internet plan. There is no violence, sexual content, or other inappropriate material present.  The language used is Arabic, but it's not offensive or inappropriate for children.",['Arabic'],398.0
474,YVUwLB2_7Fc,irrelevant,appropriate,"The video shows a man delivering packages on his bicycle. He travels through scenic areas, interacts with customers, and uses technology to track his location. There is no violence, sexual content, or other inappropriate material present. The music is upbeat and positive. Therefore, the video is appropriate for children under 9.",['Tamil'],399.0
475,QbdcZ3_DYdw,irrelevant,appropriate,"This is an advertisement for Surf Excel detergent. The advertisement shows a comparison of Surf Excel with a regular detergent. It highlights that Surf Excel with aloe vera is more economical because it requires less quantity per wash.  There is no violence, inappropriate language, or any other content that would be considered unsuitable for children under 9. Therefore, it's appropriate.",['Bengali'],400.0
